"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39"
"83","d","c","e","b","e","a","e","b","e","c","d","d","b","e","d","e","e","e","d","e","e","e","e","e","d","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","a","b","b","c","a","d","a","d","b"
"84","d","c","e","a","e","a","e","a","e","c","e","d","b","e","d","e","e","e","d","e","e","e","e","e","c","d","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b"
"85","d","c","e","c","e","a","e","a","e","a","e","c","d","d","c","e","d","e","e","e","d","e","d","e","d","e","c","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","d","b"
"86","d","c","e","c","e","a","e","a","e","a","e","c","c","d","c","e","d","e","e","e","d","e","d","e","d","e","c","d","b","c","b","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","c","a","b","a","b","b","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b"
"87","d","c","e","c","e","a","e","a","e","b","e","d","d","d","c","e","e","e","e","e","e","e","e","e","e","e","d","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b"
"88","e","c","e","b","e","a","e","a","e","b","d","c","b","d","c","e","d","e","d","e","d","e","c","e","d","e","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","b","b","a","b","a","b","b","b","b","b","b","b","b","b","d","b","c","b","d","b"
"89","d","c","e","b","e","a","e","a","e","c","e","c","b","e","c","e","d","e","d","e","d","e","d","e","d","e","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","a","c","a","c","b","d","b"
"90","d","c","e","b","e","a","e","a","e","b","e","d","b","d","b","e","c","e","c","e","c","e","c","e","c","e","c","c","b","c","c","c","b","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","a","b","b","c","b","d","b","d","b"
"91","e","c","e","b","e","a","e","a","e","c","d","c","b","e","c","e","d","e","d","e","d","e","d","e","d","e","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","b","c","a","b","a","b","a","b","b","b","a","b","a","b","b","b","a","b","c","b","b","b","c","b","d","b","d","b"
"92","d","c","e","a","e","a","e","b","e","c","e","d","c","e","c","e","e","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","b","b","b","a","b","b","c","b","c","b","d","b"
"93","e","c","e","a","e","a","e","a","e","c","d","d","b","e","d","e","e","e","d","e","d","e","d","e","c","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b","d","b","d","b"
"94","e","c","e","a","e","a","e","a","e","c","d","d","b","e","c","e","e","e","d","e","d","e","e","e","d","d","c","c","b","c","b","c","b","c","b","c","a","c","c","c","b","c","a","c","b","c","a","c","a","c","b","c","b","c","a","b","a","b","a","b","b","b","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b"
"95","e","b","e","a","e","a","e","b","d","c","b","e","d","e","d","e","d","e","e","e","d","e","d","d","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b","e","b"
"96","e","b","e","a","e","a","e","b","d","c","b","d","b","e","d","e","d","e","d","e","c","e","d","e","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","a","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b","e","b"
"97","d","d","d","c","e","a","e","a","e","a","e","c","e","d","c","e","c","e","d","e","c","e","c","e","c","e","c","d","d","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","d","b","d","b"
"98","d","c","e","b","e","a","e","a","e","c","e","c","b","d","b","e","d","e","d","e","d","e","d","e","d","e","d","c","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","a","b","b","c","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","c","b","c","b","d","b"
"99","e","e","e","e","e","e","e","e","e","e","e","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","b","c","b","c","b","d","b","d","b","d","b","e","c","e","c","e","c","e","c","e","c"
"100","d","c","e","b","e","a","e","a","e","b","e","c","b","e","c","e","d","e","d","e","d","e","c","e","d","e","c","c","d","c","c","c","b","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b"
"101","c","e","a","b","c","b","b","b","b","b","b","a","b","b","b","b","b","b","b","b","b","c","b","c","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b","c","b","d","b","d","c","e","c","e","d","e","d","e","e","e","e","e","e","e","e","e","d","e","e","e","e","e","e","e","e","e","e"
"102","e","d","e","c","e","b","e","a","e","c","e","d","d","d","c","e","d","e","d","e","c","e","c","e","c","e","c","d","b","c","b","c","c","c","b","c","b","c","b","b","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","a","b","a","b","a","c","a","d","b","d","b","d","b","d","b","e","b"
"103","e","b","e","a","e","c","e","d","e","d","d","e","d","e","c","e","c","e","c","e","c","e","c","c","b","c","b","c","b","c","b","b","b","c","c","b","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","b","c","b","c","b","d","b","d","c","d","c","d","c"
"104","e","b","e","b","e","d","e","d","e","d","d","e","c","e","c","e","b","e","d","e","c","d","c","c","b","c","b","c","b","c","b","c","a","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","c","b","c","b","d","b","d","b","d","b","d","c","d","c","d","c","e","c"
"105","e","c","e","b","e","a","e","c","e","d","e","d","d","e","c","e","c","e","b","e","c","e","c","e","c","c","c","b","b","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b","c","b","d","b","d","b","d","c","d","c"
"106","e","c","e","c","e","a","e","b","e","e","e","d","d","e","c","e","c","e","c","e","c","e","c","e","c","d","c","c","b","c","b","b","b","b","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","b","c","b","d","b","d","b","d","b","d","c","d","c"
"107","e","d","e","d","e","b","e","a","e","c","e","d","e","e","d","e","d","e","d","e","c","e","c","e","c","e","b","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a","c","b","d","b","d","b","d","b","d","b","d","c"
"108","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a","c","b","c","b","c","b","c","c","c","b","d","c","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","e","d","e","d","d","d","e","d","e","c","e","c","e","c","e","c","e","c","e","c","e","c","e","c"
"109","e","c","e","c","e","b","e","b","e","d","e","d","e","e","c","e","d","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","b","c","b","d","b","d","b","d","b"
"110","d","c","e","c","e","a","e","b","e","d","e","d","d","e","c","e","d","e","c","e","c","e","d","e","c","d","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","b","b","a","b","a","b","a","c","b","d","b","d","b","d","b","d","b","d","c"
"111","d","c","e","b","e","a","e","c","e","d","e","e","d","e","c","e","d","e","c","e","c","e","c","e","c","c","c","c","b","c","b","c","b","b","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","c","b","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","b"
"112","e","c","e","c","e","b","e","a","e","d","e","d","e","e","d","e","c","e","c","e","c","e","c","e","c","d","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","b","b","b","c","b","c","b","d","b","d","b","d","b","d","c","d","c"
"113","e","d","e","c","e","b","e","a","e","c","e","d","e","e","d","e","d","e","c","e","c","e","c","e","c","e","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","b","c","b","c","b","d","b","d","b","e","c","e","c"
"114","d","d","e","c","e","b","e","b","e","d","e","d","e","d","d","e","d","e","d","e","c","e","d","e","c","e","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","c","b","c","b","c","b","d","b","d","b","d","c","d","c"
"115","e","d","e","c","e","b","e","b","e","d","e","d","d","e","c","e","d","e","d","e","c","e","d","e","d","d","c","c","b","c","c","b","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","c","a","b","b","d","b","d","b","d","b","d","b","e","c","d","c"
"116","d","d","e","c","e","b","e","b","e","d","e","d","d","e","d","e","d","e","d","e","c","e","d","e","c","d","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","d","b","d","b","d","b","d","b","e","c","e","c"
"117","e","c","e","a","e","a","e","a","e","e","d","b","c","c","b","c","b","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","b","c","d","c","c","d","c","d","c","d","d","d","c","e","c","d","d","d","c"
"118","d","e","c","e","b","e","b","e","c","d","c","c","c","c","b","c","b","b","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","c","a","c","b","e","b","d","b","e","b","e","b","e","c","e","c","e","c","e","c","e","c","e","d","e","c","e","c","e","c","e","c"
"119","b","e","c","e","b","e","c","e","c","d","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","c","a","c","b","d","b","e","b","e","b","e","b","e","b","e","b","e","c","e","c","e","c","e","c","e","c","e","c","e","c"
"120","d","e","c","e","a","c","c","c","c","c","d","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","d","a","d","b","e","b","e","c","e","c","e","c","e","c","e","c","e","d","e","d","e","d","e","d","e","d","e","c","e","c"
"121","e","c","e","c","e","b","e","b","e","d","e","d","d","e","e","e","d","e","d","e","d","e","c","e","d","d","c","c","c","c","c","c","c","c","b","c","b","b","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","b","c","b","d","b","d","b","d","c","d","c","d","c"
"122","e","c","e","b","e","b","e","d","e","d","d","e","c","e","d","e","c","e","c","e","c","e","c","e","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","c","a","c","b","d","b","d","b","d","b","d","b","e","b"
"123","e","e","e","e","e","e","e","e","e","e","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","c","a","d","b","d","b","d","b","e","b","e","b","e","c","e","c","e","c","e","c","e","c","e","c"
"124","e","e","e","e","e","e","e","e","e","e","d","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b","e","b","e","c","e","c","e","c","e","c","e","c","e","c","e","c"
"125","e","e","e","e","e","e","e","e","d","e","c","d","c","c","c","b","b","c","b","b","b","b","b","c","b","c","b","c","b","c","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","d","b","d","b","e","b","e","b","e","c","e","c","e","c","e","c","e","c","e","c"
"126","e","e","e","e","e","e","e","e","e","e","e","c","d","d","c","d","c","c","c","c","b","c","b","c","b","c","b","b","b","b","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","b","a","c","a","c","b","c","b","c","b","d","b","d","b","d","c","d","c","e","c","d","c"
"127","e","e","e","e","e","e","e","e","e","e","d","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b","d","b","e","c","e","c","e","c","e","c","e","c","e","c"
"128","e","b","e","a","e","a","e","b","e","d","c","e","e","e","e","e","e","e","e","e","e","e","d","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","a","c","a","c","a"
"129","e","b","e","a","e","a","e","d","e","d","d","e","e","e","e","e","e","e","e","e","e","e","c","d","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","c","a","c","a","d","b","d","b"
"130","e","b","e","a","e","a","e","c","e","d","d","e","e","e","e","e","e","e","e","e","e","e","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","b","b","b","c","b"
"131","e","e","e","e","e","e","e","e","e","e","e","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","b","e","b","e","c"
"132","e","e","e","e","e","e","e","e","e","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b","d","b","d","b","d","b","e","b","e","c","e","c","e","c","e","c","e","c"
"133","d","c","e","b","e","a","e","a","e","c","e","c","c","e","d","e","e","e","e","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","c","b","b","c","b","a","b","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","b","b","c","b","c","b","d","b"
"134","e","b","e","b","e","e","e","d","d","e","d","e","d","e","d","e","d","e","d","e","d","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","b","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","b","c","b","d","b","d","b","d","c","d","c"
"135","e","b","e","a","e","d","e","d","e","e","c","e","c","e","d","e","c","e","d","e","d","e","c","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","b","b","b","c","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","b","d","b","d","b","d","b","e","c","e","c","e","c"
"136","e","a","e","b","e","d","e","d","d","e","d","e","d","e","c","e","d","e","d","e","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","b","b","b","c","b","d","b","d","b","d","c","d","c","e","c","e","c"
"137","e","d","e","b","e","a","e","c","e","d","e","d","d","e","d","e","d","e","c","e","d","e","d","e","c","c","b","c","b","c","b","c","b","c","b","b","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","b","c","b","c","b","d","b","d","b","d","c","d","c","d","c"
"138","c","e","c","e","c","e","c","e","c","d","b","c","b","c","b","c","b","c","a","c","b","b","b","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","d","a","d","b","d","b","e","b","e","b","e","c","e","c","e","c","e","c","e","c","e","c","e","c","e","d","e","c","e","c"
"139","e","c","e","c","e","b","e","a","e","d","e","c","d","e","c","e","d","e","c","e","c","e","d","e","c","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b","c","b","d","b","d","b"
"140","e","c","e","a","e","c","e","d","e","d","d","e","c","e","d","e","c","e","d","e","d","e","c","c","b","c","b","c","b","c","b","c","b","b","a","b","b","b","a","b","a","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","c","b","d","b","d","b","e","b","e","c","e","c"
"141","d","c","e","c","e","a","e","b","e","d","e","d","c","e","d","e","d","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","b","c","b","c","b","d","b","d","b","d","b","e","c"
"142","e","c","e","c","e","a","e","a","e","d","e","d","d","e","d","e","d","e","d","e","d","e","d","e","c","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","b","b","a","b","b","c","b","d","b","d","b","d","b","d","c"
"143","d","d","e","d","e","c","e","a","e","c","e","d","e","d","d","e","d","e","d","e","d","e","d","e","d","e","d","c","b","c","c","c","c","c","b","c","b","b","b","c","b","b","b","b","a","b","a","c","b","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","c","b","c","b","d","b","d","b","d","b"
"144","e","d","e","c","e","a","e","a","e","b","e","d","e","d","d","e","d","e","d","e","c","e","d","e","c","e","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","b","b","b","a","b","a","c","b","d","b","d","b","d","b"
"145","e","c","e","c","e","a","e","b","e","d","e","d","d","e","d","e","d","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","b","b","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","b","a","c","b","d","b","d","b","d","b","e","b"
"146","e","b","e","a","e","c","e","e","e","d","d","e","d","e","e","e","e","e","e","e","e","e","d","c","c","c","c","c","c","c","b","c","b","b","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b","b","b","b","a","c","b","c","b","d","b","d","b","d","c","d","c"
"147","e","b","e","a","e","b","e","d","e","d","d","e","e","e","e","e","e","e","e","e","e","e","d","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","b","b","b","c","b","c","b","c","b","d","b"
"148","e","e","e","e","e","e","e","e","d","e","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","c","c","b","c","a","c","b","c","b","c","a","b","a","b","a","c","a","b","a","b","a","b","a","b","a","a","b","b","b","b","c","a","c","b","d","b","e","b","d","b","e","b","e","b","e","c","e","c","e","c"
"149","e","a","e","a","e","b","e","d","e","d","d","e","e","e","e","e","e","e","e","e","e","e","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b"
"150","e","e","e","e","e","e","d","e","e","e","c","c","e","c","c","c","c","c","d","c","d","c","b","c","d","c","c","c","c","c","b","c","c","c","b","c","a","b","c","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","b","b","b","c","b","d","b","d","b","e","b","e","b","e","c","e","c","e","c"
"151","e","a","e","a","e","a","e","d","d","d","d","e","e","e","e","e","e","e","d","e","e","e","d","c","d","c","c","c","c","c","c","c","b","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","a","c","a","b","b","c","a","b","a","b","a","b","a","b","a","b","b","b","a","b","a","a","c","b","b","b","c","b"
"152","e","c","e","b","e","a","e","b","e","c","e","c","c","e","d","e","d","e","e","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a"
"153","e","b","e","a","e","a","e","a","e","c","c","d","d","e","e","e","e","e","e","e","e","e","d","d","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","c","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b"
"154","e","b","e","a","e","a","e","c","e","d","d","e","e","e","e","e","e","e","e","e","e","e","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","b","b","b"
"155","e","a","e","a","e","b","e","d","e","c","d","e","e","e","e","e","e","e","e","e","e","e","d","c","d","c","d","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b"
"156","e","c","e","a","e","a","e","b","e","d","e","d","d","e","e","e","e","e","e","e","d","e","d","e","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","c","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b"
"157","e","b","e","a","e","a","e","c","e","c","c","e","d","e","e","e","e","e","e","e","e","e","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","b"
"158","e","a","e","a","e","a","e","c","e","d","d","e","e","e","e","e","e","e","d","e","d","e","c","c","c","c","c","c","c","c","c","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","a","b","b","c","b"
"159","e","a","e","a","e","b","e","d","e","c","d","e","e","e","e","e","e","e","e","e","e","e","d","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","c","b","b","b","c","b","b","b","c","b","b","b","c","b","b","a","c","a","b","a","b","a","c","a","b","a","b","a","b","a","a","b","b","b","a","b","b"
"160","e","a","e","a","e","a","e","c","e","d","d","e","e","e","e","e","e","e","d","e","d","e","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b"
"161","e","c","e","b","e","a","e","a","e","b","e","d","c","e","e","e","e","e","e","e","e","e","d","e","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b"
"162","e","c","e","a","e","a","e","a","e","c","e","c","d","e","d","e","e","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b"
"163","d","c","e","b","e","a","e","a","e","b","e","d","c","e","d","e","e","e","e","e","e","e","e","e","d","d","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b"
"164","d","c","e","c","e","a","e","a","e","b","e","d","d","d","d","e","e","e","e","e","e","e","e","e","d","e","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a"
"165","d","c","e","b","e","a","e","a","e","c","d","c","b","e","d","e","e","e","d","e","e","e","d","e","d","d","c","c","c","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","a"
"166","d","c","e","b","e","a","e","a","e","a","e","c","c","e","d","e","e","e","e","e","e","e","d","e","d","d","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b"
"167","e","e","e","e","e","e","e","e","d","e","e","c","b","c","d","d","c","c","b","c","d","c","c","c","b","c","d","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","c","b","a","b","c","a","c","b","c","b","d","b","d","b","e","b","e","b","e","b","e","b","e","b"
