subject_id,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,X1_10,X1_11,X1_12,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,X2_8,X2_9,X2_10,X2_11,X2_12,X3_1,X3_2,X3_3,X3_4,X3_5,X3_6,X3_7,X3_8,X3_9,X3_10,X3_11,X3_12,X4_1,X4_2,X4_3,X4_4,X4_5,X4_6,X4_7,X4_8,X4_9,X4_10,X4_11,X4_12,X5_1,X5_2,X5_3,X5_4,X5_5,X5_6,X5_7,X5_8,X5_9,X5_10,X5_11,X5_12,X6_1,X6_2,X6_3,X6_4,X6_5,X6_6,X6_7,X6_8,X6_9,X6_10,X6_11,X6_12,X7_1,X7_2,X7_3,X7_4,X7_5,X7_6,X7_7,X7_8,X7_9,X7_10,X7_11,X7_12,class
84,0.758624,0.03412,-0.35002,-0.592338,0.01609,-0.528204,-0.150238,0.225011,0.055907,-0.178091,-0.091523,0.027003,0.902088,-0.118191,-0.410992,-0.530423,0.01662,-0.442392,-0.180097,0.182286,0.049841,-0.203421,-0.098514,0.045541,0.893695,-0.450731,-0.138053,-0.615576,0.089534,-0.397746,-0.191922,0.190984,-0.094829,-0.158717,-0.119912,0.084553,0.716316,-0.590852,-0.020684,-0.705876,0.268214,-0.452034,-0.18438,0.146489,-0.224244,-0.153842,-0.106062,0.191992,0.514858,-0.550255,-0.001283,-0.612611,0.35449,-0.47823,-0.16629,0.064162,-0.314634,-0.164348,-0.042858,0.272986,0.500654,-0.520978,0.05314,-0.457517,0.372407,-0.48678,-0.169286,-0.021168,-0.332932,-0.147311,0.014337,0.298456,0.488229,-0.578548,0.102077,-0.317875,0.400068,-0.440729,-0.172393,-0.117539,-0.318982,-0.139361,0.002546,0.248379,C3
85,0.542148,0.267419,0.014399,-0.725725,-0.092928,-0.738532,0.020368,0.262659,-0.035952,-0.066526,0.052232,0.028715,0.524788,0.29769,-0.059927,-0.730358,-0.019072,-0.668897,0.003782,0.246606,-0.080689,-0.055992,0.012595,0.011592,0.591399,0.197013,-0.166696,-0.724752,0.070654,-0.648491,0.048037,0.239179,-0.150913,-0.113438,-0.025694,0.049755,0.667175,0.049158,-0.183497,-0.718015,0.135533,-0.624825,0.064833,0.257675,-0.239175,-0.153778,-0.07146,0.111922,0.66651,-0.014165,-0.094361,-0.714905,0.198345,-0.559822,0.059892,0.205301,-0.335639,-0.163556,-0.074722,0.161931,0.599783,0.000811,0.029717,-0.693762,0.282629,-0.496391,0.043604,0.143809,-0.414778,-0.17504,-0.05656,0.207534,0.556503,-0.013804,0.126775,-0.666424,0.346885,-0.428554,0.03139,0.080518,-0.479514,-0.163286,-0.039129,0.211996,C3
86,0.904404,-0.547015,0.303791,-0.769126,-0.089779,-0.429958,-0.052761,0.355618,-0.266684,-0.201789,-0.037376,0.058503,0.832254,-0.538375,0.26187,-0.72586,-0.029337,-0.402012,-0.03754,0.313197,-0.31298,-0.228944,-0.037158,0.093843,0.841019,-0.591303,0.255549,-0.6858,0.035422,-0.358781,-0.047954,0.257612,-0.3766,-0.251872,-0.006061,0.128492,0.708313,-0.600777,0.172566,-0.516694,0.05169,-0.331376,-0.017054,0.150549,-0.379891,-0.30238,0.004315,0.19239,0.648861,-0.60882,0.126242,-0.440829,0.087695,-0.328447,0.023041,0.009895,-0.343676,-0.29693,-0.002818,0.26985,0.550236,-0.616241,0.127687,-0.349721,0.156457,-0.344897,0.040721,-0.125463,-0.36042,-0.198211,-0.008308,0.286022,0.414062,-0.621772,0.161816,-0.26802,0.251078,-0.363414,0.016485,-0.187271,-0.455223,-0.066248,0.043017,0.185446,C3
87,0.636909,0.124506,0.166842,-0.892269,0.139531,-0.775946,-0.099227,0.337095,-0.164165,0.052778,-0.126416,0.052365,0.706112,-0.001377,0.125576,-0.89178,0.210046,-0.719021,-0.116812,0.366265,-0.191225,-0.026543,-0.160082,0.054856,0.685389,-0.064652,0.09526,-0.916489,0.251936,-0.641224,-0.089913,0.351239,-0.264541,-0.084177,-0.170462,0.05154,0.666031,-0.115462,0.058152,-0.857419,0.254427,-0.587,-0.082423,0.280216,-0.282257,-0.136631,-0.155986,0.078231,0.5375,-0.192805,0.053723,-0.737015,0.271352,-0.523203,-0.099459,0.185679,-0.283299,-0.19781,-0.143014,0.152327,0.50288,-0.158121,0.084429,-0.681155,0.3824,-0.52026,-0.113881,0.154084,-0.345448,-0.202459,-0.147695,0.20902,0.510668,-0.151634,0.086598,-0.593406,0.523915,-0.529994,-0.127327,0.088231,-0.420685,-0.158505,-0.118358,0.212184,C3
88,0.178844,-0.288337,0.024375,-0.756008,0.051871,-0.652581,-0.024363,0.28919,-0.138734,-0.144559,-0.061147,0.110538,0.176643,-0.337196,0.013127,-0.709732,0.087818,-0.611052,-0.034896,0.264649,-0.169983,-0.196324,-0.053531,0.126892,0.139312,-0.361659,0.010007,-0.65082,0.117672,-0.567322,-0.039054,0.210059,-0.199097,-0.25213,-0.030797,0.160637,0.138072,-0.40001,-0.008701,-0.598873,0.171997,-0.524759,-0.055458,0.148058,-0.247781,-0.296668,0.005677,0.210481,0.146419,-0.413674,-0.024348,-0.512984,0.223991,-0.486294,-0.090236,0.053185,-0.265462,-0.313463,0.064959,0.262912,0.174523,-0.428144,-0.001106,-0.411548,0.280185,-0.450804,-0.117263,-0.065071,-0.254809,-0.29122,0.103448,0.327703,0.17235,-0.453632,0.006652,-0.281107,0.299914,-0.414743,-0.048413,-0.174039,-0.271132,-0.222457,0.0541,0.343444,C3
89,-0.050141,-0.07764,-0.153971,-0.46636,-0.151513,-0.541829,0.086712,0.12718,-0.053504,-0.417819,0.087089,0.032021,0.058364,-0.130567,-0.104699,-0.411991,-0.123404,-0.459041,0.071504,0.034329,-0.103938,-0.411839,0.102676,0.06042,0.060896,-0.138777,-0.121032,-0.382846,-0.062438,-0.419168,0.092675,0.000381,-0.154593,-0.489935,0.101109,0.077625,0.098231,0.098039,-0.128754,-0.367069,-0.006393,-0.402039,0.098539,-0.016641,-0.198848,-0.496239,0.109357,0.086267,0.093132,0.246048,-0.14726,-0.288039,0.061399,-0.399666,0.138101,-0.08862,-0.271932,-0.444864,0.150786,0.103988,0.039392,0.245791,-0.229803,-0.177259,0.238,-0.433352,0.132163,-0.199957,-0.322323,-0.367452,0.136983,0.129666,-0.075655,0.204024,-0.199644,-0.09469,0.369096,-0.421401,0.096214,-0.290318,-0.352618,-0.290906,0.14237,0.099177,C3
90,1.249295,-0.826702,0.248125,-0.628095,-0.432325,-0.223031,-0.265178,0.163395,0.238961,-0.13398,-0.116953,0.084122,1.179345,-1.000126,0.376428,-0.665439,-0.428287,-0.158255,-0.295691,0.154479,0.210734,-0.174068,-0.133499,0.087399,0.955956,-0.820447,0.213084,-0.586273,-0.403933,-0.177661,-0.259493,0.128398,0.200159,-0.193395,-0.145624,0.140636,0.919834,-0.792808,0.094948,-0.541819,-0.347483,-0.184594,-0.212082,0.085932,0.153618,-0.223762,-0.145553,0.18927,0.935967,-0.847713,0.111301,-0.528436,-0.336155,-0.114715,-0.222951,0.050201,0.104134,-0.24923,-0.131591,0.20951,1.206042,-0.968944,0.189241,-0.536712,-0.299628,-0.037379,-0.27399,0.024686,0.10814,-0.269916,-0.143443,0.214148,1.04848,-0.825389,0.06279,-0.449172,-0.266953,-0.019562,-0.248978,-0.019119,0.065036,-0.295913,-0.141961,0.23346,C4
91,0.970149,-0.381591,0.328763,-0.606231,-0.528747,-0.414908,-0.136522,0.027313,0.210455,-0.135908,-0.059757,0.220222,1.082127,-0.552859,0.392097,-0.652773,-0.49072,-0.347348,-0.186868,0.108018,0.168129,-0.170131,-0.084733,0.205304,0.921065,-0.426369,0.242345,-0.568487,-0.466769,-0.326293,-0.161501,0.083337,0.206131,-0.242858,-0.114211,0.215604,0.883377,-0.487833,0.187752,-0.592438,-0.388691,-0.326446,-0.109866,0.043589,0.186876,-0.270976,-0.155988,0.247725,0.815359,-0.552716,0.172676,-0.587331,-0.353747,-0.265429,-0.122181,0.044986,0.157837,-0.305848,-0.170224,0.240935,0.815754,-0.6114,0.174501,-0.586864,-0.281438,-0.226066,-0.139825,0.047674,0.112253,-0.337241,-0.181365,0.247,0.862021,-0.707973,0.174207,-0.583111,-0.189527,-0.206076,-0.142779,0.025779,0.049223,-0.348725,-0.185524,0.276806,C4
92,0.606796,-0.021949,0.089904,-0.781485,0.050177,-0.562018,-0.273558,0.199821,0.132953,-0.039853,-0.161803,0.062492,0.665848,-0.083322,0.083932,-0.797516,0.088125,-0.518016,-0.280235,0.171341,0.141583,-0.054892,-0.176441,0.066682,0.627813,-0.114907,0.053302,-0.762124,0.111505,-0.482243,-0.275785,0.150754,0.147638,-0.087467,-0.193559,0.085014,0.572351,-0.115088,-0.002577,-0.709991,0.117584,-0.442648,-0.26292,0.118115,0.149199,-0.121873,-0.203323,0.112977,0.564513,-0.087492,-0.076001,-0.671616,0.117965,-0.411768,-0.21972,0.075297,0.142714,-0.1509,-0.207181,0.127298,0.591159,-0.142172,-0.099871,-0.664942,0.155698,-0.395192,-0.201693,0.062764,0.10149,-0.170168,-0.201863,0.135713,0.562459,-0.188867,-0.108745,-0.627033,0.173985,-0.376745,-0.187279,0.050502,0.059568,-0.198725,-0.181408,0.163023,C4
93,0.550025,-0.250069,0.265131,-0.905631,0.030278,-0.551431,-0.289565,0.344699,-0.024081,-0.122572,-0.106563,0.014502,0.56324,-0.281507,0.210903,-0.873787,0.085144,-0.534631,-0.261449,0.316311,-0.040281,-0.15794,-0.13584,0.052987,0.52547,-0.302257,0.146153,-0.828631,0.133005,-0.482828,-0.218014,0.257119,-0.070063,-0.212859,-0.156956,0.107749,0.507601,-0.364552,0.093732,-0.789605,0.172368,-0.446529,-0.189782,0.217714,-0.101475,-0.264715,-0.188483,0.139838,0.500812,-0.430778,0.062693,-0.752283,0.211527,-0.419878,-0.177551,0.172319,-0.145226,-0.2776,-0.195659,0.165203,0.44184,-0.455256,0.04274,-0.670546,0.234155,-0.381855,-0.15317,0.085113,-0.1929,-0.276819,-0.176629,0.225545,0.38435,-0.509879,0.06347,-0.591025,0.249995,-0.328606,-0.141037,0.007553,-0.243571,-0.288194,-0.16644,0.303798,C4
94,0.726697,-0.366465,0.283572,-0.75139,-0.169149,-0.494655,-0.309603,0.248352,0.145008,-0.188817,-0.060941,0.142675,0.750053,-0.377117,0.212593,-0.766707,-0.104403,-0.504364,-0.277849,0.235606,0.150157,-0.197819,-0.113861,0.158998,0.754311,-0.428167,0.182876,-0.762611,-0.084044,-0.451442,-0.274303,0.230485,0.134423,-0.222607,-0.125048,0.151194,0.704445,-0.502104,0.173761,-0.753265,-0.067867,-0.362866,-0.288142,0.219716,0.093713,-0.256124,-0.115435,0.125521,0.738686,-0.603761,0.180353,-0.781398,-0.004391,-0.294811,-0.300416,0.198696,0.025846,-0.274919,-0.116772,0.129099,0.68258,-0.623726,0.140738,-0.757023,0.048125,-0.25328,-0.292791,0.159944,-0.010612,-0.304326,-0.119644,0.158357,0.657987,-0.693982,0.15336,-0.739974,0.097427,-0.2256,-0.29936,0.145143,-0.062096,-0.321465,-0.112665,0.17959,C4
95,1.043366,-0.823232,0.768786,-0.645892,-0.549469,-0.271415,-0.475487,0.168219,0.237722,-0.200655,0.069428,0.198061,0.977336,-0.785242,0.706898,-0.667793,-0.495126,-0.244841,-0.478199,0.176256,0.243792,-0.220769,0.023062,0.170607,0.958083,-0.769611,0.669825,-0.685728,-0.431832,-0.21586,-0.48642,0.192891,0.230607,-0.25487,-0.007312,0.147399,0.891564,-0.744989,0.607243,-0.670871,-0.346375,-0.187563,-0.455153,0.205987,0.180874,-0.305113,-0.037287,0.137756,0.784918,-0.708866,0.53509,-0.643897,-0.244093,-0.145512,-0.387732,0.190126,0.08596,-0.360786,-0.056587,0.148932,0.65121,-0.62991,0.431495,-0.589773,-0.108466,-0.165283,-0.302271,0.128537,-0.031536,-0.373197,-0.044757,0.189146,0.520547,-0.58192,0.346604,-0.508626,0.041228,-0.181112,-0.224646,0.039526,-0.135333,-0.389203,-0.018241,0.244275,C4
96,0.40144,-0.208446,0.082381,-0.849228,-0.044314,-0.575251,-0.089211,0.285791,0.056958,-0.133434,-0.13932,0.185728,0.441855,-0.285241,0.016056,-0.870546,0.01512,-0.555459,-0.061139,0.276737,-0.001041,-0.156284,-0.126901,0.144294,0.459728,-0.367399,-0.019547,-0.831436,0.053102,-0.511868,-0.052296,0.252319,-0.035781,-0.192,-0.136728,0.149101,0.444296,-0.426015,-0.022764,-0.742339,0.091093,-0.441437,-0.051595,0.171166,-0.056529,-0.266293,-0.150281,0.211309,0.383602,-0.471156,-0.004176,-0.649289,0.128911,-0.365155,-0.065694,0.072276,-0.074217,-0.373861,-0.119212,0.31632,0.302615,-0.508905,0.01994,-0.581697,0.188564,-0.321531,-0.082504,0.015211,-0.125382,-0.440591,-0.059774,0.352176,0.266431,-0.596225,0.091148,-0.519409,0.256306,-0.28822,-0.111925,-0.025385,-0.2378,-0.457923,0.018574,0.330014,C4
97,0.909682,-0.303354,0.24826,-0.612561,-0.190048,-0.625519,-0.282008,0.110109,0.142346,-0.068602,-0.065465,0.191012,0.949401,-0.314815,0.178906,-0.650738,-0.163452,-0.5831,-0.304087,0.098945,0.174816,-0.062187,-0.087533,0.155802,0.956582,-0.338238,0.109567,-0.70283,-0.101203,-0.525361,-0.320107,0.13954,0.167957,-0.057467,-0.126577,0.078132,0.988149,-0.38836,0.01944,-0.760032,-0.010014,-0.488187,-0.284331,0.145762,0.15875,-0.07333,-0.190738,0.054692,0.917249,-0.3852,-0.055384,-0.765705,0.049213,-0.445193,-0.259057,0.108447,0.158833,-0.119558,-0.221479,0.042252,0.845189,-0.42595,-0.08978,-0.756812,0.125272,-0.371709,-0.247509,0.084138,0.090666,-0.188179,-0.225428,0.051035,0.760064,-0.5085,-0.103279,-0.708251,0.206187,-0.298691,-0.24925,0.048411,-0.004344,-0.259005,-0.226555,0.092306,C4
98,1.140397,-0.53651,0.350962,-0.771004,-0.208347,-0.300488,-0.401253,0.307689,0.083275,-0.286078,0.007641,0.044222,1.097022,-0.500817,0.297504,-0.757636,-0.181378,-0.278417,-0.378882,0.308105,0.07459,-0.319622,-0.018568,0.043953,1.03986,-0.479642,0.262758,-0.76686,-0.135661,-0.262733,-0.346057,0.308141,0.039,-0.345111,-0.043056,0.039581,0.92131,-0.408784,0.204965,-0.767781,-0.091391,-0.239899,-0.312331,0.274832,0.000294,-0.356056,-0.058664,0.030223,0.914884,-0.448556,0.194279,-0.80549,-0.020005,-0.244329,-0.291303,0.254885,-0.054483,-0.355528,-0.077204,0.034391,0.844523,-0.458962,0.176355,-0.7955,0.013867,-0.221698,-0.262717,0.201963,-0.102414,-0.362868,-0.069657,0.06073,0.761959,-0.46977,0.15774,-0.771181,0.05492,-0.188084,-0.235308,0.136656,-0.15647,-0.383431,-0.049466,0.111887,C4
99,0.769272,-0.070254,0.196578,-0.723836,-0.347412,-0.547292,-0.02017,0.064025,0.174926,-0.173769,0.026719,0.206613,0.733159,-0.089799,0.134677,-0.703302,-0.304399,-0.531955,-0.024925,0.083606,0.183396,-0.224942,0.005505,0.197911,0.696003,-0.105576,0.110614,-0.70759,-0.260876,-0.491542,-0.026507,0.083574,0.164575,-0.265784,-0.011748,0.189849,0.650497,-0.136863,0.096435,-0.715629,-0.188175,-0.418399,-0.03146,0.062997,0.096637,-0.306346,-0.02932,0.18684,0.62614,-0.189177,0.096016,-0.730839,-0.100566,-0.342908,-0.033717,0.03937,0.013353,-0.34875,-0.057673,0.215582,0.606109,-0.27907,0.08708,-0.733084,-0.040544,-0.310566,-0.035466,0.006553,-0.030594,-0.380983,-0.082382,0.253958,0.575463,-0.38604,0.061353,-0.689012,0.023348,-0.284578,-0.057595,-0.045382,-0.065604,-0.403428,-0.068365,0.299647,C4
100,1.03122,-0.541376,0.25046,-0.682311,-0.318182,-0.388674,-0.326179,0.145304,0.246835,-0.162486,-0.080911,0.176163,0.972634,-0.539046,0.169226,-0.694179,-0.26071,-0.35449,-0.304211,0.138464,0.245642,-0.191213,-0.126108,0.163273,0.92822,-0.571808,0.108475,-0.720906,-0.176746,-0.330974,-0.276738,0.128568,0.230437,-0.21663,-0.183561,0.165767,0.871246,-0.582422,0.051853,-0.703933,-0.133087,-0.296845,-0.245612,0.096872,0.220131,-0.247749,-0.212374,0.166486,0.82354,-0.585031,0,-0.663642,-0.099536,-0.249814,-0.220551,0.048439,0.191574,-0.287803,-0.210527,0.177896,0.753399,-0.608511,-0.024263,-0.618852,-0.04575,-0.209422,-0.212484,-0.001132,0.141185,-0.334504,-0.18923,0.220169,0.684744,-0.628553,-0.032604,-0.579271,0.006816,-0.17356,-0.208153,-0.03407,0.07904,-0.380895,-0.151331,0.26288,C4
101,1.198139,-0.723237,0.433617,-0.871601,-0.13323,-0.433255,-0.437571,0.383855,-0.017725,-0.10712,0.071585,-0.010264,1.080101,-0.733395,0.388771,-0.857189,-0.115276,-0.427777,-0.387905,0.369699,-0.011661,-0.099574,0.004815,-0.000592,0.952076,-0.739199,0.321584,-0.86174,-0.077221,-0.401838,-0.329385,0.351175,-0.023807,-0.101982,-0.050524,-0.000125,0.868217,-0.755368,0.281927,-0.858827,-0.038545,-0.355011,-0.276508,0.322295,-0.034737,-0.121633,-0.114838,0.01388,0.786393,-0.753686,0.244531,-0.839666,0.008743,-0.322052,-0.238136,0.280671,-0.045047,-0.143987,-0.164884,0.044037,0.684751,-0.739329,0.195947,-0.795949,0.055748,-0.289474,-0.204707,0.219074,-0.066637,-0.180403,-0.187617,0.102474,0.627838,-0.778355,0.154965,-0.75025,0.108476,-0.254867,-0.195651,0.158765,-0.103041,-0.229777,-0.182125,0.176324,C4
102,0.791016,-0.577073,0.504691,-0.863302,-0.296507,-0.322484,-0.344411,0.31573,0.017744,-0.22343,0.086328,0.032379,0.754177,-0.564144,0.402782,-0.860797,-0.244942,-0.314434,-0.293882,0.31409,-0.006486,-0.258328,0.042175,0.037353,0.729065,-0.569345,0.303621,-0.844592,-0.180162,-0.311077,-0.253613,0.310952,-0.032823,-0.292868,0.003273,0.049051,0.750145,-0.579534,0.207529,-0.846538,-0.081899,-0.324174,-0.211221,0.287868,-0.083069,-0.300872,-0.015623,0.079405,0.765318,-0.612735,0.161851,-0.826449,-0.002625,-0.265413,-0.179449,0.211241,-0.15112,-0.322252,-0.007937,0.140945,0.696192,-0.621686,0.146047,-0.76387,0.078648,-0.212748,-0.18074,0.117918,-0.210291,-0.352997,0.000587,0.206734,0.563855,-0.57001,0.115702,-0.679986,0.17343,-0.20911,-0.169372,0.017093,-0.240838,-0.366697,-0.004851,0.264688,C4
103,0.829493,-0.545719,0.464492,-0.728181,-0.450787,-0.323422,-0.27608,0.31087,0.047935,-0.210966,0.175199,0.074737,0.920807,-0.611405,0.414177,-0.664304,-0.492717,-0.29943,-0.250568,0.302403,0.068291,-0.220867,0.160207,0.100793,0.874715,-0.547031,0.292267,-0.640623,-0.415776,-0.297081,-0.249839,0.271892,0.076115,-0.234983,0.141871,0.128085,0.936269,-0.607762,0.307201,-0.681458,-0.352641,-0.264405,-0.264742,0.249467,0.060543,-0.238854,0.11682,0.132385,0.959046,-0.643224,0.250365,-0.683288,-0.313976,-0.266847,-0.262032,0.240095,0.051939,-0.250217,0.097675,0.138757,0.860191,-0.638235,0.109969,-0.624314,-0.274248,-0.277175,-0.234815,0.21149,0.054814,-0.27743,0.076632,0.158137,0.749503,-0.632708,0.011782,-0.586716,-0.227324,-0.265675,-0.208581,0.187537,0.053782,-0.325893,0.056133,0.178673,C4
104,0.817669,-0.180316,0.352488,-0.833488,-0.211467,-0.544303,-0.20473,0.239993,0.110265,-0.116494,-0.023935,0.200338,0.790207,-0.185355,0.291333,-0.828752,-0.171436,-0.4964,-0.169807,0.211937,0.117634,-0.151288,-0.073818,0.205388,0.755552,-0.175618,0.186719,-0.791969,-0.130855,-0.445367,-0.146396,0.188546,0.138513,-0.201411,-0.117701,0.195807,0.828496,-0.229348,0.096842,-0.769337,-0.068959,-0.419155,-0.125442,0.163064,0.134793,-0.243177,-0.164657,0.198795,0.884186,-0.297565,0.002931,-0.749936,0.001402,-0.371931,-0.124011,0.11531,0.117587,-0.295414,-0.18582,0.201506,0.947652,-0.404161,-0.091084,-0.669868,0.048964,-0.328722,-0.124216,0.040199,0.090063,-0.363656,-0.179824,0.244549,0.942501,-0.509407,-0.073687,-0.599712,0.109228,-0.265864,-0.149442,-0.009281,0.000837,-0.416225,-0.157969,0.319106,C4
105,1.174881,-0.612849,0.412032,-0.856111,-0.267613,-0.462896,-0.356293,0.357882,0.068633,-0.093139,0.041809,0.035664,1.211482,-0.652035,0.320587,-0.879798,-0.204205,-0.448795,-0.359327,0.354301,0.067568,-0.099629,0.007375,0.036165,1.139367,-0.616063,0.208459,-0.819682,-0.181113,-0.423254,-0.333194,0.318237,0.087822,-0.111127,-0.030143,0.021089,1.297954,-0.737759,0.165061,-0.880483,-0.098302,-0.367577,-0.338946,0.316343,0.037628,-0.146125,-0.070307,0.046782,1.295945,-0.740371,0.101981,-0.860199,-0.039222,-0.32571,-0.314279,0.266718,0.008431,-0.167263,-0.124381,0.068405,1.279402,-0.728394,0.069051,-0.831886,0.012819,-0.281926,-0.303348,0.211396,-0.015659,-0.188936,-0.15875,0.093373,1.237675,-0.710726,0.006665,-0.783824,0.067427,-0.269635,-0.264092,0.142323,-0.062201,-0.215337,-0.155132,0.154464,C4
106,1.067787,-0.415719,0.567151,-0.75036,-0.341131,-0.444746,-0.400398,0.232845,0.168614,-0.132383,0.001483,0.148808,1.006168,-0.395319,0.531612,-0.762368,-0.310972,-0.456343,-0.381893,0.238798,0.170422,-0.131222,-0.044901,0.14922,0.994013,-0.401096,0.488909,-0.781206,-0.279108,-0.435968,-0.358002,0.225613,0.157819,-0.128569,-0.070866,0.142986,0.954183,-0.377794,0.447771,-0.796161,-0.226723,-0.423047,-0.327417,0.213325,0.135463,-0.12472,-0.104127,0.140918,0.829759,-0.330918,0.370649,-0.779324,-0.151484,-0.403994,-0.273846,0.197537,0.110288,-0.145141,-0.158517,0.15749,0.680633,-0.300508,0.280484,-0.741383,-0.084701,-0.37407,-0.223723,0.172135,0.080603,-0.195426,-0.220218,0.187555,0.633252,-0.297756,0.215663,-0.70795,-0.040081,-0.35693,-0.177867,0.133665,0.054262,-0.226513,-0.250747,0.212101,C4
107,0.743394,-0.33081,0.174714,-0.623668,-0.346249,-0.498548,-0.192322,0.161956,0.172816,-0.10367,-0.10445,0.138613,0.795709,-0.400653,0.135416,-0.677976,-0.275039,-0.487326,-0.195162,0.16082,0.158544,-0.076122,-0.121938,0.124044,0.857321,-0.496495,0.096677,-0.698671,-0.216297,-0.455975,-0.202293,0.158979,0.137405,-0.046846,-0.148802,0.101379,0.89788,-0.581013,0.05235,-0.694856,-0.150408,-0.405319,-0.173523,0.133877,0.090597,-0.065571,-0.173626,0.114246,0.847827,-0.59908,-0.026207,-0.666803,-0.085914,-0.331517,-0.126133,0.060809,0.043251,-0.116464,-0.199055,0.150744,0.808952,-0.661161,-0.073122,-0.624813,-0.036332,-0.274745,-0.09962,-0.018242,0.008248,-0.15762,-0.234361,0.180326,0.782686,-0.728694,-0.089741,-0.576887,0.018843,-0.243539,-0.066966,-0.109066,-0.04095,-0.184254,-0.242457,0.234831,C4
108,1.327838,-0.332592,0.546751,-0.872172,-0.191518,-0.497121,-0.458289,0.314739,0.079463,-0.128538,0.025527,0.122738,1.330871,-0.342182,0.470645,-0.910126,-0.142894,-0.440901,-0.474502,0.329121,0.119828,-0.12923,-0.017058,0.062219,1.297679,-0.360481,0.377296,-0.932995,-0.088622,-0.396697,-0.458429,0.324883,0.138479,-0.133584,-0.077216,0.017385,1.251519,-0.41007,0.297452,-0.941191,-0.022226,-0.374833,-0.426172,0.319326,0.113795,-0.163819,-0.132544,0.004776,1.099318,-0.416246,0.224442,-0.888988,0.028878,-0.307932,-0.36814,0.252383,0.059147,-0.217859,-0.150167,0.008023,1.00973,-0.511319,0.20038,-0.863369,0.147457,-0.230393,-0.338329,0.216481,-0.066309,-0.305046,-0.172138,0.045092,0.807895,-0.556821,0.169831,-0.764466,0.249833,-0.201703,-0.317139,0.151701,-0.124444,-0.368888,-0.203351,0.100512,C4
109,1.098436,-0.358393,0.382133,-0.658555,-0.49357,-0.247135,-0.499921,0.171407,0.279348,-0.16102,0.003906,0.06278,1.11777,-0.375029,0.344222,-0.695136,-0.413041,-0.256348,-0.492067,0.182169,0.284179,-0.168561,-0.032203,0.037525,1.177488,-0.428225,0.342536,-0.724355,-0.378279,-0.19172,-0.506709,0.166575,0.296068,-0.16841,-0.06183,0.002022,1.222346,-0.473878,0.315938,-0.729309,-0.341263,-0.132843,-0.502716,0.142986,0.287584,-0.184191,-0.086522,-0.022182,1.279431,-0.530365,0.331803,-0.73445,-0.266561,-0.117542,-0.494099,0.149244,0.244854,-0.228316,-0.100785,-0.028829,1.282359,-0.558491,0.3666,-0.75052,-0.143759,-0.106157,-0.488072,0.158825,0.150735,-0.279341,-0.097509,-0.018833,1.220623,-0.547331,0.366767,-0.765585,-0.021476,-0.079304,-0.454933,0.145903,0.035468,-0.322049,-0.105667,-0.003521,C4
110,0.435945,-0.422234,0.560329,-0.78253,-0.307469,-0.523295,-0.341618,0.316166,0.03769,-0.162727,0.136774,0.091159,0.359379,-0.425838,0.523795,-0.826027,-0.235748,-0.534643,-0.30295,0.35239,-0.003425,-0.159142,0.099849,0.051859,0.313025,-0.419396,0.45179,-0.830727,-0.171876,-0.533763,-0.261105,0.372491,-0.027276,-0.169602,0.055831,0.012304,0.345921,-0.407658,0.360834,-0.799061,-0.113035,-0.527336,-0.22842,0.364203,-0.031288,-0.208048,0.003739,0.006932,0.284422,-0.40768,0.332265,-0.761475,-0.080365,-0.506222,-0.196769,0.357883,-0.069169,-0.250731,-0.015016,0.00474,0.275702,-0.394387,0.311467,-0.728196,-0.011342,-0.471915,-0.178585,0.360426,-0.140626,-0.316041,-0.034941,0.012957,0.286868,-0.394406,0.244947,-0.664845,0.071628,-0.423498,-0.154123,0.303832,-0.197246,-0.36667,-0.051476,0.033794,C4
111,0.692819,-0.258496,0.051255,-0.86491,-0.019178,-0.366389,-0.329836,0.086135,0.171274,0.007165,-0.156441,0.031967,0.659821,-0.266231,-0.010163,-0.837286,0.045994,-0.351462,-0.286989,0.085872,0.130183,-0.070078,-0.180309,0.077584,0.588679,-0.236974,-0.06597,-0.790782,0.076325,-0.300925,-0.217419,0.040693,0.063362,-0.143237,-0.182099,0.136638,0.588333,-0.286706,-0.079446,-0.776393,0.122806,-0.266344,-0.181486,-0.003831,0.018688,-0.200463,-0.169251,0.172854,0.627348,-0.418919,-0.034091,-0.780147,0.222727,-0.227617,-0.194189,-0.040044,-0.062979,-0.247337,-0.146749,0.212451,0.559909,-0.491971,-0.024828,-0.686067,0.319532,-0.198153,-0.222398,-0.101413,-0.132854,-0.313142,-0.112378,0.28056,0.413144,-0.5406,-0.004412,-0.606111,0.365737,-0.180733,-0.240748,-0.140219,-0.171212,-0.344925,-0.067803,0.291525,C4
