"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X0__1","X1__1","X2__1","X3__1","X4__1","X0__2","X1__2","X2__2","X3__2","X4__2","X0__3","X1__3","X2__3","X3__3","X4__3","X0__4","X1__4","X2__4","X3__4","X4__4","X0__5","X1__5","X2__5","X3__5","X4__5","X0__6","X1__6","X2__6","X3__6","X4__6","X0__7","X1__7","X2__7","X3__7","X4__7","X0__8","X1__8","X2__8","X3__8","X4__8","X0__9","X1__9","X2__9","X3__9","X4__9","X0__10","X1__10","X2__10","X3__10","X4__10"
"242","b","a","a","c","a","c","b","c","a","c","b","b","c","a","b","c","a","c","c","c","b","a","c","a","a","c","a","b","a","a","b","c","c","c","c","c","b","a","b","b","b","a","a","c","c","c","b","a","c","a","b","b","a","a","a"
"243","c","b","a","a","b","b","c","a","c","a","c","c","a","c","b","a","a","a","c","c","a","a","a","b","a","a","b","b","c","a","c","c","b","b","a","a","b","a","b","c","c","b","a","c","b","b","b","a","c","c","c","c","a","a","a"
"244","b","b","c","b","b","c","c","b","c","c","b","c","a","c","b","b","b","a","a","c","c","b","a","c","a","a","a","a","c","c","b","b","a","a","a","c","c","c","a","a","a","c","c","c","b","b","c","a","a","a","c","a","b","c","a"
"245","b","a","a","c","b","c","c","a","a","c","b","b","a","c","b","c","b","b","a","c","b","c","c","b","a","c","c","c","c","b","b","a","b","b","c","c","a","c","c","a","b","c","b","b","a","c","b","a","c","a","b","b","c","a","b"
"246","b","a","a","c","b","c","c","a","b","c","b","c","a","c","a","c","c","a","a","a","b","a","a","c","a","c","a","a","b","a","b","b","c","c","c","c","b","c","b","a","b","c","c","a","a","b","a","c","c","a","b","a","c","c","a"
"247","b","a","a","a","b","c","b","a","c","b","b","a","a","c","c","a","a","b","a","a","c","b","a","c","c","b","c","b","c","a","c","c","c","b","a","a","a","b","c","a","b","a","c","a","a","a","b","b","c","a","b","b","c","c","a"
"248","c","b","c","c","a","b","c","c","b","a","c","a","c","c","a","b","b","b","c","a","b","b","b","b","a","c","c","a","c","a","b","a","a","a","c","c","a","b","c","a","b","c","a","c","a","c","a","a","a","a","b","b","a","c","a"
"249","b","b","b","a","b","c","b","b","a","a","a","a","c","c","c","c","b","c","b","a","a","c","b","c","a","c","a","a","b","a","b","c","a","b","c","c","b","a","c","c","b","b","a","b","b","c","c","a","c","a","a","a","b","a","a"
"250","b","a","a","a","b","c","c","a","c","c","a","c","a","c","b","c","c","a","a","c","a","c","a","b","a","b","b","a","c","a","c","b","a","a","a","a","b","a","c","c","b","b","a","b","c","b","a","b","c","b","c","c","c","a","c"
"251","b","b","c","a","b","c","b","b","b","a","b","b","a","c","a","c","b","a","a","b","b","b","a","c","c","c","c","a","a","a","a","a","c","a","a","b","a","b","c","a","c","c","c","c","b","b","a","b","c","c","b","a","c","b","a"
"252","c","b","b","a","b","a","b","a","c","c","c","c","a","c","a","a","a","a","a","c","a","a","c","c","a","c","c","b","a","a","b","a","a","c","a","b","c","a","a","a","a","a","b","c","c","b","a","c","b","a","c","b","c","c","a"
"253","b","a","a","a","b","c","b","c","a","c","c","c","b","c","a","a","c","c","a","b","b","c","b","c","b","c","c","c","c","b","b","c","c","b","b","b","b","b","b","c","c","c","a","c","c","b","a","a","a","a","b","c","a","a","a"
"254","b","b","c","a","b","c","b","a","c","c","a","b","b","b","b","b","b","b","c","c","c","b","a","a","a","a","c","b","c","c","b","c","b","b","a","a","c","c","a","a","c","b","c","c","b","b","b","b","b","c","c","b","b","c","a"
"255","b","a","c","b","b","b","c","c","a","c","c","a","c","a","a","b","b","c","c","a","c","b","c","a","b","b","c","b","c","c","b","a","b","c","a","c","b","b","a","b","b","c","a","c","a","a","a","a","b","c","b","a","a","c","a"
"256","c","b","c","a","b","c","b","b","c","a","b","b","c","c","b","c","c","b","b","a","b","c","c","c","a","c","a","c","a","a","b","a","b","a","a","c","c","a","c","b","b","a","a","b","c","c","c","a","c","c","b","c","a","a","a"
"257","b","a","a","c","b","c","b","a","a","c","c","c","a","a","a","b","c","a","c","a","c","c","a","a","b","a","c","a","c","c","c","a","a","a","a","b","a","c","c","c","c","b","b","a","b","c","c","c","c","a","c","c","c","b","b"
"258","b","a","a","a","b","c","c","a","a","c","a","a","a","a","a","c","a","a","c","a","b","b","a","a","c","c","c","b","a","a","a","a","b","c","a","b","a","c","c","a","c","a","c","a","a","a","a","c","c","a","c","a","c","c","a"
"259","b","a","a","a","c","c","a","b","c","a","b","c","b","a","b","c","a","c","c","c","b","a","b","b","a","a","a","b","b","a","b","c","a","c","b","c","b","b","a","c","b","b","a","c","a","b","a","a","b","b","c","b","a","c","a"
"260","b","c","b","a","b","c","c","c","c","a","a","c","b","b","a","b","c","c","b","b","a","c","c","c","c","c","a","c","c","c","a","b","c","c","a","b","c","c","a","a","a","c","b","c","b","b","b","a","c","c","c","b","a","c","c"
"261","b","b","b","a","b","c","b","c","c","c","b","c","b","a","a","c","c","a","c","a","b","c","c","a","a","c","c","b","b","b","b","b","c","c","c","c","b","c","c","c","a","b","c","b","b","c","b","a","c","c","b","b","a","c","a"
"262","b","b","b","a","b","c","a","b","a","b","a","a","c","a","a","c","b","c","c","b","b","c","c","b","a","a","a","c","c","a","c","a","c","c","a","b","a","c","c","a","b","c","c","a","a","c","b","b","a","c","b","c","a","c","a"
"263","c","b","a","a","b","b","a","c","c","c","c","b","b","b","a","a","b","b","c","b","c","c","a","b","c","c","a","b","c","a","a","a","c","b","a","c","a","b","c","a","a","b","b","a","b","b","a","c","a","c","c","b","c","c","b"
"264","b","c","b","b","c","c","c","c","b","b","b","a","b","a","a","c","a","a","c","a","a","c","a","b","c","a","b","a","b","b","b","b","b","b","b","c","b","a","c","c","b","c","a","c","a","c","a","b","a","a","b","b","a","c","a"
"265","b","a","a","a","a","c","b","c","c","a","a","b","c","a","a","b","c","b","b","a","c","a","b","c","c","b","c","b","c","b","c","a","c","b","c","b","c","b","b","c","c","c","c","a","a","b","a","c","c","a","c","a","c","c","a"
"266","c","b","b","a","b","a","a","c","c","c","b","a","c","b","a","c","b","b","c","a","a","c","a","a","a","b","c","b","a","b","c","c","b","c","c","a","a","a","b","a","c","a","a","c","a","a","a","a","a","a","b","c","a","a","a"
"267","b","a","a","a","b","c","c","c","b","c","b","c","c","b","a","c","a","c","c","a","b","c","c","c","a","b","a","c","a","a","c","a","c","a","a","b","b","b","c","a","c","b","c","a","c","a","b","b","b","a","b","c","a","b","b"
"268","b","b","c","b","a","c","b","b","c","a","b","c","a","b","a","c","c","a","c","b","a","a","a","b","c","b","b","a","c","a","b","b","a","c","a","c","c","a","c","a","a","c","b","b","a","c","c","a","b","a","b","a","c","a","a"
"269","b","a","a","a","b","b","b","a","c","c","a","c","a","c","a","c","a","b","b","a","a","a","a","a","a","c","b","a","b","a","b","c","a","c","a","c","a","a","c","c","b","b","a","b","b","b","b","c","c","c","c","c","b","c","a"
"270","c","b","c","b","b","b","b","b","c","c","c","b","b","b","a","b","c","a","c","a","c","b","a","b","c","b","b","a","c","b","c","a","c","a","b","b","c","a","c","c","c","a","a","a","a","c","b","a","a","b","b","b","b","c","b"
"271","b","a","a","b","a","c","c","a","b","b","a","a","a","c","c","b","a","b","b","a","c","c","c","a","b","a","b","c","b","c","c","c","b","b","a","a","a","a","b","a","a","b","c","b","a","b","b","b","c","c","b","b","c","c","c"
"272","b","a","a","b","b","c","b","b","c","c","b","b","c","a","a","c","c","b","c","a","a","a","a","a","a","b","a","a","c","a","c","c","a","a","a","a","b","a","a","c","c","c","b","c","a","b","a","a","b","a","c","b","a","b","c"
"273","b","a","a","b","c","c","a","a","c","a","b","b","b","a","a","c","c","b","c","a","b","c","c","b","a","c","c","b","c","b","b","a","a","b","c","c","b","a","b","a","a","b","a","c","a","b","b","a","c","b","c","b","a","c","c"
"274","b","a","a","c","b","c","c","a","a","c","c","a","a","c","a","a","a","a","c","a","b","b","a","b","a","c","a","b","c","b","b","c","c","c","c","c","a","b","a","a","a","b","c","a","a","c","b","c","c","a","b","b","c","a","a"
"275","b","c","b","a","b","c","c","b","c","c","a","b","b","b","b","b","c","c","c","c","c","a","c","c","c","b","a","c","c","a","c","c","b","b","c","a","b","b","b","a","b","b","c","a","b","c","b","b","c","c","b","c","c","b","a"
"276","b","a","a","c","a","c","b","a","a","a","a","b","b","b","a","b","c","a","c","a","b","c","a","b","a","a","a","b","b","c","c","b","b","c","b","a","a","b","c","c","c","b","c","a","a","b","c","c","c","a","c","c","c","a","b"
"277","b","a","a","a","b","c","c","c","b","b","b","a","c","c","c","c","a","c","a","a","a","a","b","c","a","b","c","a","c","c","c","c","b","b","a","b","c","b","c","b","c","a","a","c","c","a","a","a","a","a","c","a","a","c","a"
"278","c","a","a","a","b","b","a","a","b","a","b","a","a","c","a","b","b","a","c","b","c","b","c","b","b","a","c","c","c","c","c","c","b","a","a","c","a","b","a","a","b","c","a","c","c","c","a","a","a","c","a","b","a","c","a"
"279","b","a","a","c","b","c","b","a","b","c","b","b","a","c","a","b","a","b","c","b","c","c","a","c","c","b","c","b","c","b","c","a","c","a","a","b","a","c","a","a","c","c","b","b","b","a","a","a","b","c","b","a","a","c","a"
"280","b","a","a","c","b","c","a","a","c","a","b","a","a","a","a","b","b","a","c","b","c","c","a","c","b","a","c","a","c","a","b","c","a","b","a","c","b","a","b","a","b","b","a","c","b","c","b","a","c","c","b","a","b","b","b"
"281","c","b","a","c","b","a","b","a","c","c","a","c","a","b","c","c","c","a","b","a","b","c","a","c","a","c","c","c","a","b","a","b","b","c","c","a","c","a","c","a","c","c","c","c","a","b","c","b","b","a","c","b","a","c","c"
"282","b","c","b","a","b","c","a","c","c","c","b","b","c","a","c","c","c","b","c","a","b","a","a","c","a","c","a","b","b","a","b","c","c","c","a","c","b","c","c","a","b","c","b","c","a","c","c","a","b","a","a","a","a","c","c"
"283","c","b","a","a","b","b","b","c","c","a","c","c","c","c","a","a","c","c","c","b","c","a","b","a","c","c","a","c","b","a","b","b","c","c","b","c","a","c","a","b","b","b","c","c","a","a","c","c","c","c","a","a","c","a","a"
"284","b","a","a","a","b","b","c","b","b","b","c","b","a","a","b","b","c","a","c","c","b","c","a","c","a","c","c","a","a","b","b","b","b","c","c","c","c","b","a","a","b","c","b","a","b","c","a","c","c","a","a","a","c","a","a"
"285","b","a","a","a","b","c","b","a","c","c","a","c","a","b","a","c","b","c","b","a","a","b","b","c","a","a","b","b","b","c","b","c","a","a","c","b","a","a","a","a","c","c","a","c","a","b","c","a","c","b","b","a","a","b","c"
"286","b","c","b","a","b","c","b","a","c","b","b","a","a","b","c","c","a","a","b","a","a","c","a","c","a","c","a","a","b","a","a","b","a","c","a","b","b","a","c","c","c","b","a","a","a","a","a","a","c","b","b","a","a","b","a"
"287","b","b","a","a","a","c","c","a","a","a","b","c","b","c","b","c","c","a","a","c","a","a","a","c","a","b","b","b","c","a","c","c","b","c","a","b","c","c","b","b","c","a","b","c","c","b","c","b","c","c","c","a","c","b","a"
"288","b","b","b","a","b","c","a","c","c","c","a","c","c","c","b","c","a","c","c","c","a","b","c","a","a","b","b","c","c","c","c","c","b","b","a","b","a","a","c","a","c","b","a","a","a","b","b","c","c","a","c","c","c","a","a"
"289","c","b","a","a","b","a","b","a","b","c","b","b","c","a","b","c","b","b","c","b","b","c","a","c","a","c","c","a","c","a","b","a","b","c","c","c","b","a","a","a","b","b","a","c","c","c","c","c","a","a","b","c","b","a","a"
"290","b","a","a","a","b","c","b","a","a","b","b","b","a","c","a","c","c","b","b","a","b","c","a","b","a","c","c","a","c","a","b","c","c","a","a","c","c","c","b","a","a","c","b","c","b","b","b","c","c","c","c","b","c","b","a"
"291","b","c","b","a","a","b","b","c","b","b","b","a","c","c","c","c","a","b","c","a","a","a","c","c","a","c","c","c","a","c","b","c","b","c","a","c","a","b","b","c","b","b","c","a","a","b","b","c","c","a","c","c","b","c","a"
"292","b","a","a","c","b","c","a","a","c","c","b","a","a","a","a","c","a","a","c","a","a","c","a","a","b","b","b","b","c","b","c","c","a","a","a","a","c","a","c","b","b","a","b","c","c","c","b","a","c","a","b","a","b","b","c"
"293","b","b","b","a","b","c","a","c","a","b","b","a","b","a","c","b","c","c","b","c","c","c","b","c","a","a","c","c","c","a","b","b","b","b","c","a","b","b","c","a","c","c","c","a","a","b","c","a","c","a","c","c","a","b","a"
"294","b","a","a","c","c","b","c","a","c","a","c","c","a","b","a","b","a","a","c","a","c","c","c","a","b","b","b","b","a","b","c","b","c","c","b","b","a","c","a","c","c","a","c","c","a","b","a","c","b","a","c","b","c","b","a"
"295","b","a","a","b","c","c","c","a","c","b","b","b","a","a","c","c","b","a","a","a","b","b","a","b","c","c","b","b","c","a","a","a","c","a","b","b","b","b","b","c","b","c","a","c","a","b","b","a","a","b","c","b","a","c","c"
"296","b","a","a","a","b","c","b","a","a","a","b","a","a","a","b","c","b","a","b","c","b","c","a","c","a","c","c","a","b","a","a","c","a","c","a","c","c","b","c","a","b","c","c","b","b","c","a","b","c","a","b","b","c","c","a"
"297","b","b","b","b","b","c","b","a","b","c","b","b","b","a","a","c","b","c","c","a","b","c","b","c","a","c","c","b","b","a","a","a","b","a","a","c","b","c","c","a","b","a","b","b","b","c","b","a","c","c","a","b","a","a","a"
"298","b","a","a","b","c","c","c","a","c","a","a","a","a","b","c","c","a","b","c","a","b","c","c","a","c","a","b","b","c","c","b","b","b","b","b","c","b","a","c","c","b","c","c","c","a","b","b","b","c","c","c","b","b","b","a"
"299","c","a","a","a","a","b","c","a","a","c","a","a","b","c","a","b","a","a","b","a","c","b","a","c","b","b","b","a","b","c","c","c","b","c","a","b","c","b","b","a","a","c","b","c","a","b","c","b","c","a","c","a","a","c","c"
"300","b","b","b","a","b","c","b","a","c","c","b","b","a","c","b","c","b","a","a","c","b","c","a","c","a","c","c","a","c","a","b","c","a","b","a","c","c","a","b","a","b","b","a","c","a","b","b","b","c","a","c","b","b","a","b"
"301","b","a","c","a","b","b","c","b","b","a","a","c","b","c","a","c","a","a","c","c","b","a","b","b","a","b","c","b","c","a","c","a","c","a","a","a","a","c","c","a","b","b","b","a","b","c","a","c","c","c","b","a","c","c","a"
"302","b","a","a","a","c","c","b","a","b","a","a","b","a","c","a","b","b","c","b","a","c","b","b","c","a","c","b","c","a","a","b","c","b","c","a","c","c","c","b","b","a","b","b","a","c","c","b","a","a","a","a","a","a","c","b"
"303","b","a","a","a","b","c","a","a","a","a","c","a","c","c","a","b","b","b","a","b","b","c","a","b","a","c","c","a","c","b","b","b","a","a","c","c","b","b","c","b","b","a","a","c","c","c","a","a","a","a","b","a","b","a","a"
"304","b","a","a","c","b","c","c","b","b","c","a","c","c","b","b","c","a","c","b","c","b","a","b","b","a","c","a","a","c","a","b","b","a","c","a","c","c","c","a","a","a","c","c","a","a","b","c","c","c","a","c","a","b","c","c"
"305","c","b","a","b","b","b","b","a","c","c","c","b","a","b","b","a","b","a","a","c","c","c","a","c","c","c","c","a","a","a","b","b","a","c","a","c","b","a","a","c","a","b","a","a","a","c","b","a","c","a","b","b","a","c","a"
"306","b","a","a","b","b","c","b","a","a","c","b","c","a","a","a","c","c","a","c","a","a","a","a","a","a","a","a","b","c","a","c","c","a","b","a","b","c","a","c","c","c","b","c","c","a","a","b","b","b","a","a","a","c","b","b"
"307","b","b","b","a","b","c","c","c","a","a","a","c","b","a","a","b","b","b","b","c","c","c","b","c","b","b","c","a","c","a","c","c","b","b","a","b","c","b","c","a","c","a","c","a","a","c","c","b","c","a","a","c","c","c","a"
"308","c","b","a","a","b","a","b","b","c","c","c","b","c","c","a","b","b","c","c","a","c","c","c","a","a","a","c","b","c","c","b","b","a","b","b","b","c","a","a","c","a","c","a","c","a","b","c","a","a","a","c","a","b","a","c"
"309","b","b","a","a","b","c","c","a","c","a","b","b","b","b","a","c","c","c","a","a","b","c","b","c","b","c","a","b","b","c","b","b","b","c","a","c","c","a","c","a","a","c","c","b","a","b","c","c","c","b","b","a","c","b","c"
"310","b","a","a","a","b","b","b","a","b","c","c","b","a","c","a","b","a","b","a","b","a","c","c","a","c","a","c","c","a","a","b","c","c","c","b","c","b","b","c","c","b","b","c","b","a","c","c","c","a","a","b","c","b","c","b"
"311","b","b","a","a","a","c","c","b","c","a","a","c","b","c","b","b","b","a","a","c","c","c","b","c","a","a","a","b","b","a","b","a","b","c","a","c","b","c","a","a","b","c","b","a","a","c","b","b","a","a","b","a","a","c","c"
"312","b","a","a","a","b","c","c","a","c","c","a","b","a","b","a","b","a","b","c","b","b","b","b","c","c","c","c","b","a","a","a","a","b","c","a","b","b","a","a","a","c","a","a","c","b","b","a","a","c","b","c","a","b","c","a"
"313","b","c","c","b","b","c","b","c","c","b","b","b","c","b","c","b","c","c","c","a","c","a","b","a","a","a","a","b","a","a","b","a","b","c","a","c","b","b","c","a","b","c","a","c","a","c","a","b","b","c","a","c","a","b","b"
"314","b","a","a","a","b","c","c","a","c","c","b","c","a","b","a","b","a","a","a","a","b","a","a","a","b","c","a","b","a","a","b","b","c","c","a","c","b","c","c","a","b","b","b","a","a","c","b","c","c","a","b","c","c","b","a"
"315","b","a","a","a","b","c","a","c","c","a","b","a","b","a","a","c","c","b","a","c","b","b","a","b","b","c","b","a","c","c","a","b","a","c","a","b","c","a","c","a","a","a","a","c","a","c","a","a","c","a","b","c","a","b","a"
"316","c","b","b","a","a","b","b","a","a","a","c","a","a","a","b","c","b","b","c","c","b","c","c","c","a","c","c","c","c","a","b","b","c","b","a","c","b","b","a","b","b","c","c","c","c","c","c","b","c","a","b","c","a","b","a"
"317","b","a","a","a","a","c","b","a","c","a","b","c","a","c","a","c","a","a","b","a","b","b","a","a","a","c","c","a","c","a","b","b","a","a","a","c","b","a","c","c","a","b","a","a","b","b","a","a","c","c","a","b","a","b","c"
"318","b","a","a","c","c","a","c","a","a","b","b","a","a","b","c","c","c","b","c","a","b","c","c","c","b","a","b","b","c","c","b","b","a","c","a","c","b","a","c","b","b","b","b","c","c","c","b","b","b","c","a","c","a","c","a"
"319","b","a","a","a","b","c","b","b","b","c","b","c","a","c","a","c","a","a","b","a","a","a","a","b","c","b","c","a","b","c","b","a","a","b","a","b","a","a","c","a","c","a","a","a","a","b","c","a","c","a","c","b","a","b","b"
"320","b","c","b","a","b","c","b","c","b","c","b","a","c","b","b","c","c","c","c","c","b","a","b","a","a","c","c","c","b","a","a","c","c","c","a","b","a","c","a","c","c","b","b","c","a","b","b","a","b","a","c","c","a","b","a"
"321","b","c","c","a","b","c","a","b","c","c","b","a","a","b","a","a","c","a","c","b","b","a","a","c","c","c","c","a","b","b","b","c","a","a","a","c","b","a","c","c","b","a","a","b","b","c","c","a","c","c","b","a","a","b","a"
"322","b","b","b","a","a","a","c","a","c","c","b","b","a","c","a","c","c","b","c","a","c","c","c","c","b","b","b","b","c","c","c","c","b","b","a","b","c","b","b","a","a","b","a","c","c","c","b","a","b","a","b","b","a","c","a"
"323","b","a","a","b","c","c","b","a","a","a","a","b","a","a","b","b","a","c","c","c","c","a","c","c","a","a","c","c","a","a","c","c","c","c","a","b","b","b","c","a","c","c","c","a","a","c","a","c","b","a","b","b","c","c","a"
"324","c","a","a","c","c","b","c","a","a","a","c","c","b","c","c","b","c","a","b","b","c","a","a","c","c","b","a","a","b","a","c","a","a","c","a","b","a","a","b","a","c","a","a","b","a","a","c","a","c","c","c","c","c","c","a"
"325","b","a","a","a","c","c","c","a","c","a","b","c","a","c","a","c","a","a","a","a","c","a","a","c","a","b","b","a","c","a","c","c","b","a","a","b","c","a","a","a","c","c","a","c","a","a","b","a","a","b","c","c","b","c","a"
"326","b","b","c","b","b","c","b","b","c","a","b","a","c","b","b","c","c","c","a","c","a","a","c","c","a","c","b","c","b","b","b","b","c","b","b","c","c","c","c","b","b","a","b","c","c","b","c","c","b","a","c","c","c","c","b"
"327","b","a","a","a","c","c","b","a","c","a","b","c","a","b","a","b","b","c","c","c","c","b","c","a","a","a","a","b","a","b","b","c","c","c","c","b","b","c","a","a","c","c","a","c","a","a","c","a","b","a","c","b","c","c","b"
"328","c","b","c","a","a","b","a","c","c","b","b","a","c","c","c","c","b","c","a","a","b","c","c","c","a","b","c","c","a","a","c","c","c","c","b","a","a","c","a","c","b","c","c","c","a","c","b","b","a","c","b","b","a","b","a"
"329","b","b","c","c","a","a","c","c","a","a","b","c","b","c","a","a","a","c","b","c","b","a","b","c","a","c","a","a","c","a","a","a","a","c","a","c","c","b","a","a","c","a","a","c","a","b","c","b","c","a","c","a","a","c","c"
"330","b","b","c","a","a","b","b","a","c","a","b","b","a","b","c","a","b","a","c","a","c","c","a","c","a","b","c","a","a","b","b","a","b","c","c","c","a","b","b","a","a","c","c","c","b","c","c","b","c","b","a","c","c","b","a"
"331","c","a","a","c","b","a","c","b","a","c","c","a","a","c","a","a","b","a","a","a","b","b","b","b","a","c","b","a","c","b","b","a","a","b","c","c","b","a","a","a","c","c","a","b","a","b","c","a","c","a","a","a","a","c","a"
"332","b","c","c","b","c","b","b","b","c","b","a","b","b","a","c","c","a","a","a","c","a","a","a","c","a","b","a","a","a","a","c","a","a","c","a","a","a","a","c","a","b","c","a","a","b","c","b","a","a","c","b","b","a","c","b"
"333","c","a","a","c","a","b","a","a","c","c","b","c","c","a","b","c","a","c","b","c","b","c","b","a","c","c","c","c","b","a","b","b","b","c","a","c","b","a","c","c","b","c","a","a","a","c","c","a","c","a","a","a","c","b","c"
"334","c","b","b","a","b","b","a","c","c","c","c","b","c","c","a","b","c","c","b","a","b","a","b","a","a","c","a","a","c","a","b","c","b","b","c","b","c","b","a","a","c","a","a","a","a","b","a","a","c","a","c","a","a","c","a"
"335","b","a","a","c","b","c","b","a","b","c","a","b","b","c","a","b","c","b","c","a","b","a","c","b","a","c","c","b","a","a","b","a","a","c","a","c","b","a","a","a","b","b","a","a","a","b","a","c","c","b","c","c","b","a","b"
"336","c","b","c","a","c","b","c","b","b","a","c","b","c","b","a","b","b","b","c","a","c","c","b","a","a","a","c","b","c","a","c","a","c","a","a","b","a","b","a","a","c","a","c","c","a","b","a","c","b","a","c","b","c","c","b"
"337","b","a","c","b","c","c","a","b","c","c","b","c","c","b","c","c","c","c","c","a","b","b","b","a","c","c","c","c","c","a","a","a","a","c","a","a","c","b","b","b","b","a","c","c","c","b","a","c","c","a","c","c","b","a","b"
"338","b","b","c","a","a","a","b","b","a","a","c","b","b","a","a","b","c","c","c","a","b","c","c","c","a","c","c","c","a","c","b","a","b","c","a","c","c","c","c","b","b","a","b","a","c","b","c","a","a","b","c","c","a","c","c"
"339","b","b","b","a","a","c","b","b","c","b","c","b","b","a","a","a","b","b","c","c","c","a","c","c","b","a","c","b","b","c","a","b","b","c","b","b","b","b","b","c","c","c","c","c","a","c","a","b","c","c","a","a","c","c","a"
"340","b","c","b","a","a","c","b","b","c","b","b","a","c","a","c","c","c","b","c","a","a","c","a","a","b","b","a","a","a","c","c","a","a","a","a","c","a","a","c","a","a","b","a","b","a","c","c","a","c","a","a","c","b","b","a"
"341","b","b","b","a","b","c","b","c","c","c","b","b","b","b","b","c","b","a","a","c","b","a","a","c","b","c","c","a","a","c","a","c","a","b","b","b","a","a","c","c","c","c","c","b","b","b","c","b","c","c","c","a","b","c","a"
"342","c","b","c","a","b","b","a","a","b","c","b","a","a","c","a","c","c","b","c","c","a","c","c","a","b","c","a","c","c","c","b","c","b","c","a","c","c","b","c","a","b","c","a","b","b","b","b","a","b","c","c","c","a","c","a"
"343","b","b","b","a","a","b","c","c","c","a","c","c","c","a","a","b","b","b","c","c","b","c","a","a","a","c","c","a","a","a","b","c","c","c","b","c","b","b","a","c","a","b","b","c","c","c","b","c","a","a","a","c","c","b","a"
"344","b","a","a","a","b","c","b","a","a","a","a","b","a","b","a","b","a","c","c","b","c","c","c","c","c","b","c","c","b","a","c","c","b","c","a","b","a","b","b","a","c","b","b","c","a","b","b","c","b","a","a","b","c","c","b"
"345","b","b","c","b","b","b","a","b","c","b","b","c","c","b","c","c","b","c","c","a","b","b","c","c","b","b","c","b","b","b","c","a","c","a","c","b","b","c","c","c","a","c","b","a","a","c","b","c","b","c","b","c","b","c","a"
"346","b","c","c","a","b","c","a","c","b","c","b","c","c","c","b","a","a","c","c","c","c","a","a","a","a","a","a","a","b","a","b","a","a","b","a","c","c","a","c","a","b","c","b","a","a","c","a","a","a","a","b","a","a","a","a"
"347","b","a","c","a","b","c","b","b","b","c","b","b","a","a","a","c","c","b","c","a","c","a","a","c","a","b","b","a","a","b","b","b","a","c","c","c","b","a","b","a","b","b","a","c","b","c","a","c","b","c","b","b","b","c","a"
"348","b","b","a","c","a","c","c","a","b","a","b","b","a","c","b","c","a","b","c","c","b","a","c","a","a","c","a","b","b","a","a","a","a","c","a","a","b","a","c","c","c","b","a","b","a","b","c","a","b","a","c","a","a","a","a"
"349","b","b","a","a","b","c","a","a","c","c","b","a","a","b","a","b","a","a","b","c","c","a","a","a","a","b","a","a","c","a","c","c","a","a","a","b","c","a","a","a","c","c","c","c","a","a","c","c","b","a","c","b","b","c","c"
"350","a","c","b","a","b","c","a","a","c","c","b","a","a","c","a","c","b","a","a","a","a","b","a","a","a","a","c","a","a","c","c","c","a","b","a","b","c","c","c","a","c","c","a","b","b","b","a","b","a","c","c","b","b","a","b"
"351","b","a","a","c","b","b","c","a","c","c","b","a","b","a","a","c","b","c","c","b","b","c","c","c","c","c","a","c","b","a","b","a","b","c","a","b","a","c","c","a","c","a","b","c","a","b","c","a","a","c","c","c","a","c","b"
"352","b","b","b","b","b","c","b","c","c","a","b","c","b","c","a","c","c","b","b","a","b","a","c","c","a","b","a","c","a","a","b","c","b","c","c","b","a","a","a","a","c","b","a","a","b","b","b","b","c","c","b","b","b","b","a"
"353","b","b","a","a","c","c","b","a","b","a","b","c","a","b","a","c","a","b","b","a","b","b","a","c","a","c","c","a","a","a","a","a","a","a","a","b","c","a","c","a","b","c","b","a","a","c","b","a","c","c","b","b","a","c","a"
"354","b","a","a","c","b","c","c","a","a","c","b","c","a","c","a","b","c","a","a","a","c","a","a","c","a","c","c","a","a","a","b","a","a","a","a","c","c","b","c","c","b","b","b","c","c","c","c","c","c","a","a","b","c","a","a"
"355","b","a","a","a","b","c","c","a","c","c","b","a","b","b","a","c","c","a","b","a","b","c","a","b","a","b","c","a","a","a","c","b","a","a","b","b","c","b","c","c","c","c","c","c","a","b","a","c","c","a","b","b","c","b","a"
"356","b","c","b","a","b","c","a","c","c","c","b","c","b","c","b","c","b","c","c","c","a","c","b","a","a","b","c","a","c","a","c","c","a","a","a","b","a","a","c","a","c","c","b","b","b","b","a","b","c","c","c","a","c","a","a"
"357","b","c","b","a","a","b","c","c","c","a","c","c","b","c","b","b","c","c","a","c","b","a","c","c","a","c","b","b","c","a","b","b","a","c","a","c","a","a","a","b","b","c","a","a","c","c","b","c","a","c","a","c","b","a","a"
"358","b","a","a","c","a","c","a","b","a","a","b","c","a","c","c","b","c","c","c","a","c","b","b","a","c","b","c","c","c","a","c","a","c","b","a","b","a","c","c","a","c","a","b","b","a","b","a","b","c","c","b","c","c","c","b"
"359","b","b","c","a","b","c","a","b","c","c","a","a","a","c","a","c","c","a","b","b","b","a","a","c","c","c","a","a","c","a","b","c","b","c","a","c","a","c","c","a","a","a","b","a","a","c","a","b","b","a","b","a","b","c","a"
"360","c","b","b","a","b","b","c","c","c","c","b","a","b","c","c","c","b","c","a","a","b","c","b","a","c","c","c","c","a","a","b","b","c","a","c","c","b","b","c","a","c","a","a","c","b","b","b","a","b","c","c","c","a","b","a"
"361","b","a","a","c","b","a","c","a","c","c","c","c","a","c","b","b","b","a","b","c","c","c","c","c","a","b","c","b","c","a","c","b","a","b","c","b","c","a","c","a","b","c","b","a","a","c","a","a","a","c","a","c","a","c","c"
