subject_id,X1_1,X1_2,X2_1,X2_2,X3_1,X3_2,X4_1,X4_2,X5_1,X5_2,X6_1,X6_2,X7_1,X7_2,X8_1,X8_2,class
3021,0,100,48,99,59,77,61,54,91,35,100,15,59,1,11,0,C3
3022,73,100,48,70,23,41,21,9,69,1,100,22,46,17,0,0,C6
3023,0,22,21,46,61,73,100,100,91,88,61,59,39,30,24,0,C1
3024,36,100,39,66,100,97,34,100,29,47,0,0,73,10,32,66,C8
3025,0,73,54,47,100,15,43,0,51,35,81,69,63,100,2,72,C8
3026,0,93,45,100,75,73,73,36,61,0,34,29,49,45,100,51,C7
3027,100,84,78,100,69,82,87,83,80,51,77,17,45,0,0,8,C9
3028,0,86,35,97,100,100,73,67,48,34,21,0,18,5,56,24,C7
3029,0,93,43,100,78,77,60,39,52,0,34,12,43,38,100,32,C7
3030,36,93,98,100,43,98,8,72,65,55,100,26,63,1,0,0,C5
3031,0,62,31,82,100,100,100,80,81,60,38,40,6,20,12,0,C1
3032,14,100,14,87,0,59,11,35,100,40,97,54,83,27,100,0,C4
3033,26,92,0,54,13,12,63,0,99,30,100,74,61,100,13,80,C0
3034,98,76,67,100,0,92,23,66,90,74,100,53,72,22,19,0,C9
3035,62,76,0,100,22,68,90,37,100,0,13,8,13,47,68,81,C8
3036,36,70,42,100,69,70,55,32,19,3,0,8,50,9,100,0,C2
3037,23,100,46,57,100,79,49,89,0,48,20,0,79,22,24,53,C8
3038,68,100,34,88,0,62,6,42,70,49,100,51,62,27,42,0,C4
3039,0,100,46,100,86,84,68,43,56,0,40,9,50,34,100,34,C7
3040,88,100,100,99,52,74,14,46,0,14,57,0,84,20,18,26,C6
3041,60,100,25,75,0,48,27,26,100,28,84,55,69,28,52,0,C4
3042,100,100,53,100,14,66,0,25,41,0,95,18,66,47,9,34,C6
3043,42,94,1,70,0,26,44,0,92,22,100,66,64,100,17,84,C0
3044,13,93,21,49,51,24,15,0,0,45,18,92,59,100,100,95,C5
3045,0,58,38,78,73,98,100,100,92,74,84,49,77,23,80,0,C1
3046,0,74,14,100,53,98,43,65,18,38,20,8,59,0,100,6,C2
3047,100,83,37,70,0,84,52,100,94,82,95,55,91,27,92,0,C9
3048,61,79,90,100,100,78,76,54,42,32,7,13,0,0,49,3,C2
3049,100,100,89,94,89,79,78,63,56,47,33,31,22,16,0,0,C1
3050,57,99,1,100,39,80,64,95,78,58,100,22,59,0,0,5,C9
3051,53,100,35,93,6,61,0,28,36,0,96,12,100,42,37,28,C6
3052,0,83,43,100,72,76,35,51,69,45,100,21,59,0,5,0,C3
3053,92,100,56,78,21,50,1,18,43,0,100,12,60,23,0,13,C6
3054,45,92,37,100,76,99,63,47,30,5,0,0,50,8,100,2,C2
3055,50,100,42,78,0,52,24,38,83,35,100,64,69,32,41,0,C4
3056,30,84,36,100,79,90,56,63,86,51,100,26,61,4,0,0,C3
3057,0,100,64,95,100,88,72,50,47,11,19,0,18,30,84,27,C7
3058,0,81,24,100,92,97,98,52,80,5,34,0,32,23,100,33,C7
3059,89,90,49,100,14,73,11,41,49,17,100,28,41,24,0,0,C6
3060,100,100,46,87,8,60,0,26,33,0,85,8,64,35,8,30,C6
3061,30,93,34,78,75,100,18,95,79,75,100,37,72,5,0,0,C9
3062,35,100,17,68,0,36,50,37,100,36,81,58,62,35,56,0,C4
3063,0,42,7,64,52,83,100,100,94,78,67,52,43,26,22,0,C1
3064,65,95,0,77,46,36,35,0,5,26,73,61,100,100,6,84,C8
3065,95,76,100,94,47,100,0,81,34,69,80,53,65,23,25,0,C9
3066,55,100,7,78,0,47,83,43,100,77,84,64,48,32,13,0,C4
3067,32,100,0,79,16,51,77,49,100,80,70,62,45,32,26,0,C4
3068,20,73,58,100,62,87,55,42,41,3,0,0,50,1,100,6,C1
3069,0,78,29,100,69,87,62,57,34,32,2,8,48,1,100,0,C2
3070,100,100,56,65,0,36,3,34,80,33,99,54,68,38,36,0,C4
3071,74,100,46,72,8,49,0,38,52,34,100,41,96,32,96,0,C4
3072,19,100,0,73,9,46,72,47,100,61,82,69,75,34,60,0,C4
3073,79,100,28,87,0,52,7,13,57,0,99,26,100,65,71,100,C0
3074,97,95,48,100,13,67,0,25,41,0,91,16,100,56,68,91,C0
3075,12,80,40,100,81,90,64,60,64,30,100,9,53,0,0,1,C3
3076,40,83,81,46,79,7,5,0,51,35,100,71,72,100,0,77,C8
3077,0,100,53,97,100,96,71,58,57,14,44,0,33,35,90,38,C7
3078,40,99,5,63,46,41,9,0,0,34,1,86,37,100,100,96,C5
3079,84,100,35,84,5,55,0,21,44,0,100,7,63,18,9,7,C6
3080,33,75,68,100,100,98,52,92,37,51,79,35,47,6,0,0,C5
3081,20,100,0,79,0,45,61,41,98,62,100,74,90,37,82,0,C4
3082,4,100,0,100,7,69,56,55,100,67,86,60,62,31,55,0,C4
3083,100,89,39,75,0,78,55,100,93,85,70,54,35,24,23,0,C9
3084,47,93,92,100,100,96,55,84,60,57,83,25,45,5,0,0,C5
3085,1,85,40,100,91,78,41,52,47,45,100,20,56,0,0,15,C3
3086,68,77,77,100,100,87,65,66,81,44,98,21,52,7,0,0,C3
3087,100,100,56,66,0,37,8,34,83,43,86,71,57,35,24,0,C4
3088,33,100,0,76,45,78,67,86,86,57,100,26,80,0,29,3,C9
3089,75,92,23,83,58,39,77,0,0,13,42,51,100,86,32,100,C8
3090,45,93,24,62,100,89,24,100,25,51,97,91,77,32,0,0,C9
3091,27,100,15,67,0,29,40,17,100,17,97,39,67,37,62,0,C4
3092,53,60,85,83,48,100,0,79,46,70,100,57,81,28,54,0,C9
3093,57,51,100,74,87,100,27,94,0,69,57,58,75,32,65,0,C9
3094,100,100,57,97,19,74,0,44,9,13,56,0,63,20,10,20,C6
3095,82,77,45,100,0,78,47,58,100,81,94,56,87,22,88,0,C9
3096,24,77,18,34,46,0,89,20,100,62,78,100,31,90,0,55,C0
3097,40,81,67,65,100,27,38,0,0,24,46,61,81,99,27,100,C8
3098,22,84,41,100,49,69,26,40,0,11,21,0,60,6,100,12,C2
3099,0,40,29,56,67,77,100,100,100,82,82,53,64,25,45,0,C1
3100,44,80,74,100,100,79,74,50,84,39,86,12,42,0,0,9,C3
3101,4,97,58,78,100,97,0,100,20,84,99,63,55,29,10,0,C9
3102,21,73,84,42,90,7,0,0,19,35,81,66,100,100,9,89,C8
3103,15,73,23,44,41,6,1,0,0,44,18,90,59,100,100,90,C5
3104,55,100,21,73,0,36,16,0,58,7,91,34,100,74,65,96,C0
3105,35,100,5,67,0,26,38,0,88,14,100,53,68,87,17,84,C0
3106,24,82,62,100,76,71,52,40,13,16,0,13,52,13,100,0,C2
3107,64,81,59,100,100,98,78,53,42,18,0,6,47,13,95,0,C2
3108,56,71,40,98,93,100,85,65,72,50,100,21,54,0,0,12,C3
3109,13,83,42,100,59,67,35,34,0,27,30,32,65,11,100,0,C2
3110,80,81,34,100,0,70,45,39,76,0,28,12,57,54,100,85,C8
3111,56,88,10,61,0,15,50,0,91,35,100,81,52,100,9,67,C0
3112,0,43,32,61,68,82,100,100,85,75,66,49,45,24,25,0,C1
3113,21,77,0,35,29,0,69,7,100,43,85,89,44,100,12,73,C0
3114,0,52,33,67,68,82,100,100,94,77,82,50,69,23,72,0,C1
3115,0,48,13,65,47,83,82,100,100,94,77,63,54,33,45,0,C1
3116,0,100,58,94,100,91,61,59,32,20,8,0,20,33,80,34,C7
3117,29,74,9,33,39,0,85,11,100,54,74,94,29,100,0,66,C0
3118,2,20,44,53,63,100,14,98,53,59,100,25,57,0,0,13,C8
3119,70,81,25,100,0,74,42,40,77,5,40,0,53,40,100,70,C8
3120,0,76,35,100,55,100,49,62,44,24,2,0,27,0,100,8,C1
3121,0,72,28,100,53,77,53,24,42,0,36,34,68,49,100,67,C7
3122,21,100,1,76,0,47,65,41,100,58,83,61,75,30,75,0,C4
3123,0,100,64,100,100,70,88,32,57,0,96,30,82,43,16,44,C7
3124,0,88,53,96,100,100,73,66,50,31,26,0,4,34,48,33,C7
3125,32,100,7,79,0,34,32,0,82,4,100,46,70,81,21,97,C0
3126,0,88,40,100,65,81,51,55,30,29,11,4,51,0,100,6,C2
3127,37,89,97,100,60,95,15,72,72,63,100,35,60,8,0,0,C5
3128,30,61,67,79,100,100,91,90,63,68,37,46,15,23,0,0,C1
3129,100,100,74,97,50,66,34,30,49,0,75,18,37,24,0,15,C6
3130,48,51,100,74,72,100,0,85,6,62,88,60,99,31,82,0,C9
3131,0,96,41,100,100,88,59,49,34,0,53,4,64,33,8,34,C7
3132,0,95,43,100,100,92,85,70,48,32,54,0,93,35,50,38,C7
3133,7,96,0,61,13,22,61,0,100,30,98,69,59,100,13,86,C0
3134,0,95,30,100,55,80,34,52,6,27,21,5,67,0,100,3,C2
3135,33,100,8,75,0,48,49,34,100,47,99,53,90,27,78,0,C4
3136,0,64,36,72,73,90,100,100,89,74,82,47,78,21,76,0,C1
3137,38,100,4,85,0,53,58,46,100,52,88,64,78,32,73,0,C4
3138,10,72,45,100,85,84,56,53,100,42,92,10,37,0,0,17,C3
3139,77,100,25,82,3,53,0,24,43,0,100,16,46,28,6,4,C6
3140,20,87,60,100,69,75,50,52,100,44,96,18,51,1,0,0,C3
3141,32,73,59,100,81,71,54,36,16,9,0,2,50,2,100,0,C2
3142,24,90,0,69,43,39,45,0,13,17,21,62,43,99,100,100,C5
3143,0,93,43,100,78,83,66,55,36,31,11,6,53,0,100,1,C2
3144,15,96,3,61,57,49,42,0,10,13,0,66,44,95,100,100,C5
3145,100,100,47,96,10,69,0,37,32,8,88,0,84,25,26,25,C6
3146,52,84,19,94,0,50,20,7,66,0,100,33,96,79,54,100,C0
3147,16,80,9,35,40,0,86,12,100,56,80,97,32,100,0,67,C0
3148,50,54,80,96,38,100,37,50,46,0,0,15,45,45,100,61,C8
3149,24,86,22,100,76,90,49,64,57,50,100,27,70,1,0,0,C3
3150,37,82,18,81,58,46,56,2,0,0,12,47,37,90,100,100,C5
3151,34,100,2,61,0,15,45,0,88,25,100,70,57,92,19,67,C0
3152,20,100,0,61,10,16,58,0,100,26,98,71,56,99,7,89,C0
3153,48,76,62,100,93,79,67,39,28,8,0,12,51,16,100,0,C2
3154,18,82,53,100,76,79,45,64,90,45,100,14,52,0,0,5,C3
3155,41,87,0,63,62,62,84,24,8,0,6,44,11,93,100,100,C5
3156,0,94,47,97,97,100,92,56,84,13,67,0,48,19,100,23,C7
3157,18,92,11,56,43,23,21,0,4,37,0,74,47,92,100,100,C5
3158,0,43,35,60,67,80,99,100,100,75,100,49,100,24,99,0,C1
3159,100,90,68,100,38,74,28,38,68,43,76,15,39,0,0,8,C5
3160,32,72,57,93,100,100,87,78,62,56,61,30,44,7,0,0,C3
3161,17,84,64,100,97,82,66,55,60,40,100,23,60,0,0,6,C3
3162,100,83,20,100,0,68,71,36,89,0,17,15,42,55,98,91,C8
3163,43,100,86,85,72,56,51,28,40,0,0,23,28,38,100,42,C7
3164,25,92,67,100,100,87,62,69,70,47,88,23,46,8,0,0,C3
3165,15,100,1,55,0,7,37,0,74,24,100,62,80,99,39,95,C0
3166,0,17,0,41,61,70,100,100,100,96,89,64,79,32,68,0,C1
3167,49,100,14,73,0,39,10,5,64,0,100,25,57,44,1,38,C6
3168,84,100,40,94,46,68,85,82,90,48,100,13,54,0,0,6,C9
3169,49,99,5,74,0,24,46,0,98,21,100,70,55,100,5,79,C0
3170,45,85,79,100,89,78,65,54,100,33,97,8,46,0,0,10,C3
3171,10,100,16,77,0,39,37,18,94,22,100,50,99,39,93,0,C4
3172,100,86,90,100,49,71,16,38,15,0,68,4,53,37,0,27,C6
3173,100,100,77,94,47,71,23,43,14,12,50,0,42,20,0,29,C6
3174,4,94,7,42,35,0,82,11,100,58,73,100,25,93,0,49,C0
3175,19,75,0,37,31,0,79,26,100,71,57,100,7,75,7,32,C0
3176,100,85,59,100,17,76,0,39,20,2,68,0,49,29,1,21,C6
3177,3,69,0,18,37,0,77,13,100,54,80,97,41,100,21,61,C0
3178,36,73,12,51,25,0,76,15,100,62,63,100,15,75,0,25,C0
3179,30,100,0,58,23,39,63,14,13,0,24,52,44,96,100,93,C5
3180,17,60,36,95,44,100,42,59,37,18,0,0,51,1,100,5,C1
3181,0,80,17,100,41,99,60,83,53,52,56,20,77,7,100,0,C2
3182,32,87,26,62,65,29,45,0,19,35,0,75,30,100,100,100,C5
3183,0,96,40,100,70,75,57,37,41,0,22,36,50,51,100,57,C7
3184,25,100,0,76,11,45,79,46,100,73,86,70,79,35,70,0,C4
3185,2,77,54,100,100,79,86,47,59,16,63,0,73,27,0,43,C8
3186,100,85,64,76,38,97,84,100,90,72,67,45,36,22,0,0,C9
3187,60,100,38,82,0,59,17,39,93,49,100,47,69,23,39,0,C4
3188,0,82,42,100,73,100,63,58,52,16,19,8,50,3,100,0,C1
3189,29,100,92,94,100,68,78,41,55,13,29,0,0,26,63,32,C7
3190,23,74,42,38,51,0,0,7,26,42,81,69,100,97,25,100,C8
3191,39,95,9,72,63,48,57,9,0,0,19,47,38,92,100,100,C5
3192,0,83,42,100,98,97,93,71,81,44,100,15,58,0,4,7,C3
3193,0,57,33,76,70,96,100,100,92,75,86,50,83,25,83,0,C1
3194,64,93,0,72,81,70,75,100,8,75,100,83,83,41,44,0,C9
3195,20,90,0,58,37,52,44,3,0,0,12,64,44,99,100,100,C5
3196,0,55,35,84,60,100,50,65,47,29,15,0,31,4,100,6,C1
3197,49,73,83,100,76,91,59,57,37,24,0,0,38,7,100,6,C1
3198,38,100,100,92,88,77,75,62,50,46,25,30,12,15,0,0,C1
3199,0,51,19,63,59,82,100,100,84,76,67,51,51,26,40,0,C1
3200,0,62,52,63,78,98,23,100,32,70,99,77,100,39,94,0,C9
3201,41,96,91,100,46,94,5,63,42,48,100,32,63,5,0,0,C5
3202,0,90,53,100,86,75,75,38,66,0,93,4,100,33,42,40,C7
3203,0,93,35,100,84,100,100,81,85,61,70,40,55,20,52,0,C7
3204,43,39,100,73,69,100,7,70,60,36,57,0,0,16,67,48,C8
3205,0,78,31,100,66,77,58,34,20,12,15,21,58,13,100,0,C2
3206,14,76,0,35,16,0,62,1,95,30,100,70,70,100,25,94,C0
3207,15,86,49,100,100,99,93,78,57,60,64,36,42,15,0,0,C3
3208,0,91,53,100,97,88,79,65,47,45,15,23,39,5,100,0,C2
3209,33,100,0,72,6,23,54,0,100,30,88,77,35,97,2,64,C0
3210,11,89,55,100,100,94,82,69,97,44,93,19,49,6,0,0,C3
3211,100,100,46,88,13,61,0,32,16,4,90,0,81,20,20,3,C6
3212,95,68,76,100,34,78,50,39,52,0,0,6,40,39,100,60,C8
3213,77,83,47,72,78,27,22,0,0,30,68,60,100,100,20,90,C8
3214,10,94,0,98,65,100,100,100,66,76,47,49,36,22,52,0,C7
3215,54,100,29,71,0,41,46,42,100,46,71,67,55,36,48,0,C4
3216,0,87,46,100,72,72,61,35,42,0,23,30,49,50,100,58,C7
3217,95,100,46,79,14,50,0,18,42,0,88,20,100,53,83,85,C0
3218,0,82,41,100,90,88,69,59,73,48,100,19,56,0,3,5,C3
3219,0,94,34,97,100,100,59,58,34,10,18,0,21,37,91,44,C7
3220,0,93,36,100,79,98,94,79,72,57,100,33,79,11,38,0,C3
3221,72,100,2,77,59,36,100,0,0,7,31,52,100,92,22,91,C8
3222,21,100,22,74,0,45,34,36,100,33,97,62,84,31,77,0,C4
3223,14,64,18,100,100,95,84,67,50,28,30,0,0,39,72,42,C7
3224,2,37,8,25,42,0,89,17,100,59,73,96,23,100,0,62,C0
3225,0,99,66,100,100,79,68,41,48,1,25,0,21,23,88,25,C7
3226,58,85,14,54,35,2,100,58,65,100,21,48,60,64,0,0,C0
3227,94,86,55,78,100,78,79,100,90,86,85,40,58,0,0,6,C9
3228,26,91,70,100,86,75,49,52,11,29,0,3,49,0,100,3,C2
3229,16,90,61,100,76,63,61,26,31,0,0,32,43,30,100,38,C7
3230,55,97,40,61,55,24,8,0,0,33,10,80,43,100,100,96,C5
3231,38,69,43,95,100,100,96,73,53,51,76,26,52,0,0,2,C3
3232,88,82,55,100,0,81,38,61,100,76,94,56,75,26,63,0,C9
3233,41,100,9,70,0,30,33,0,88,15,100,54,79,92,28,88,C0
3234,63,48,100,75,75,100,20,87,0,58,57,51,82,33,62,0,C9
3235,48,99,17,66,0,26,35,0,82,24,100,64,78,100,25,86,C0
3236,0,55,50,77,100,100,86,88,71,63,67,37,69,12,86,0,C1
3237,2,55,18,86,70,100,98,79,75,50,100,15,52,0,0,15,C3
3238,70,100,37,79,11,56,0,32,51,19,92,36,80,23,100,0,C4
3239,14,75,39,100,99,94,81,64,45,41,100,27,57,4,0,0,C3
3240,62,60,100,76,99,100,32,93,0,69,59,53,78,28,56,0,C9
3241,63,85,26,59,64,42,53,0,0,1,22,44,46,87,100,100,C5
3242,29,98,0,55,43,36,43,0,21,17,28,64,41,98,100,100,C5
3243,0,64,32,68,73,84,100,100,88,75,81,50,75,25,71,0,C1
3244,7,32,37,53,73,75,100,100,73,78,48,52,23,26,0,0,C1
3245,6,89,52,100,100,91,93,65,62,43,25,23,0,2,55,0,C2
3246,9,100,0,75,78,72,100,92,74,93,56,62,38,31,21,0,C4
3247,16,100,0,82,6,47,70,47,100,71,94,73,92,36,95,0,C4
3248,0,79,39,85,100,100,95,92,80,69,73,46,63,23,59,0,C1
3249,63,97,19,90,4,36,42,0,95,25,100,77,46,100,0,73,C0
3250,0,88,43,100,78,81,78,43,79,5,60,0,50,24,100,31,C7
3251,19,100,42,95,7,58,0,44,83,34,86,68,90,34,100,0,C4
3252,76,100,37,88,0,54,44,33,96,58,100,66,60,33,23,0,C4
3253,0,22,36,47,70,73,100,100,90,89,66,60,46,30,27,0,C1
3254,0,56,34,68,69,83,100,100,97,75,87,50,78,24,76,0,C1
3255,23,71,2,49,57,32,23,0,3,25,0,65,34,96,100,100,C5
3256,0,83,28,100,85,88,74,43,43,0,8,0,38,20,100,25,C7
3257,38,100,4,76,0,46,70,41,100,64,86,62,66,31,54,0,C4
3258,100,98,59,100,19,86,8,54,42,54,67,28,42,3,0,0,C5
3259,42,100,11,71,38,34,17,0,0,26,3,79,50,90,100,85,C5
3260,9,93,0,54,12,15,62,0,99,29,100,70,64,100,26,78,C0
3261,71,71,90,89,36,100,0,79,71,72,100,50,79,25,59,0,C9
3262,0,81,16,59,74,39,65,0,8,6,4,50,33,88,100,100,C5
3263,30,86,65,100,84,85,58,63,100,45,98,21,51,6,0,0,C3
3264,0,77,28,100,60,85,62,51,42,21,26,2,68,0,100,0,C2
3265,0,95,32,100,78,94,73,55,61,13,50,0,53,32,100,32,C7
3266,49,78,34,60,30,18,0,0,19,39,57,73,100,100,44,82,C8
3267,63,81,95,100,95,62,66,26,21,0,0,15,48,35,100,15,C2
3268,19,88,53,100,92,84,71,53,36,29,0,5,48,1,100,0,C2
3269,39,100,0,79,1,48,55,38,100,58,81,55,49,29,25,0,C4
3270,36,100,7,89,0,53,67,41,100,57,82,74,51,38,31,0,C4
3271,38,81,92,100,100,66,65,33,37,0,100,20,67,51,0,72,C8
3272,87,74,74,100,22,87,70,68,100,72,88,33,55,0,0,8,C9
3273,59,100,41,79,14,56,0,31,51,21,100,33,85,25,79,0,C4
3274,0,100,8,74,95,80,62,96,16,78,100,64,85,28,58,0,C9
3275,0,72,19,100,27,60,10,21,2,1,35,0,68,1,100,8,C2
3276,62,100,26,78,0,45,8,9,54,0,100,8,62,20,17,11,C6
3277,27,85,57,50,64,11,15,0,0,33,2,75,46,96,100,100,C5
3278,95,100,74,95,27,65,0,30,32,0,100,11,73,45,9,64,C6
3279,84,61,100,100,55,94,46,60,92,69,82,28,45,0,0,1,C9
3280,100,100,50,85,16,58,4,25,34,0,80,15,40,27,0,6,C6
3281,100,88,72,100,27,88,6,58,34,51,68,37,43,8,0,0,C5
3282,61,100,40,63,0,34,36,40,100,44,81,73,60,36,46,0,C4
3283,21,100,14,74,0,41,35,25,100,28,98,49,61,32,48,0,C4
3284,39,100,24,70,0,40,49,38,100,40,75,65,52,34,43,0,C4
3285,10,81,37,100,56,62,44,21,0,13,35,25,75,0,100,30,C2
3286,2,97,55,100,67,65,41,25,17,0,0,43,45,46,100,32,C7
3287,0,98,41,100,79,81,65,41,57,0,40,18,50,40,100,39,C7
3288,30,81,0,35,60,39,83,0,41,4,27,57,39,100,100,99,C5
3289,42,96,100,100,80,98,32,76,58,60,86,28,48,0,0,14,C5
3290,4,76,0,33,34,0,84,17,100,61,72,100,25,90,14,45,C0
3291,48,92,29,62,92,100,16,67,0,38,36,0,100,43,10,41,C8
3292,49,100,13,69,0,27,30,0,74,19,100,56,83,94,36,98,C0
3293,32,78,92,100,100,72,68,38,29,6,0,0,0,32,81,35,C7
3294,82,100,0,85,67,49,100,10,6,0,12,41,82,77,69,99,C8
3295,17,99,39,72,94,42,65,0,16,25,0,74,27,100,100,99,C5
3296,6,77,23,50,31,0,4,13,0,65,22,96,60,100,100,100,C5
3297,47,84,65,100,85,75,67,46,100,35,86,9,41,0,0,8,C3
3298,20,60,0,83,15,39,100,9,30,0,47,54,67,100,2,59,C8
3299,0,54,62,77,100,100,75,77,75,53,85,30,100,6,98,0,C1
3300,0,90,27,100,81,95,57,72,69,51,100,29,56,13,7,0,C3
3301,95,100,66,81,31,52,12,18,53,0,100,18,56,35,0,28,C6
3302,92,100,45,88,19,53,20,14,69,0,100,31,48,37,0,13,C6
3303,21,93,64,100,100,83,71,57,94,34,95,12,48,5,0,0,C3
3304,14,100,10,84,0,55,52,43,100,57,98,59,85,29,72,0,C4
3305,74,74,62,100,10,76,36,39,62,2,0,0,24,30,100,50,C8
3306,0,71,29,100,70,88,65,38,28,10,11,16,56,11,100,0,C2
3307,100,100,49,92,15,66,0,35,12,4,63,0,57,27,1,30,C6
3308,65,78,77,100,100,76,66,53,99,32,83,7,35,0,0,11,C3
3309,62,96,24,99,0,59,19,17,61,0,97,24,100,71,65,100,C0
3310,100,100,52,86,74,68,96,94,100,59,95,23,54,0,0,0,C9
3311,96,74,47,54,0,72,25,100,82,89,100,57,84,25,41,0,C9
3312,33,85,69,100,78,78,53,56,100,44,93,16,48,1,0,0,C3
3313,7,94,54,100,76,80,30,63,73,43,100,17,60,0,0,6,C3
3314,59,87,23,74,0,33,21,0,68,9,100,43,87,85,43,100,C0
3315,0,99,28,100,65,95,100,89,95,66,72,43,50,18,45,0,C7
3316,46,92,0,75,48,39,44,0,7,19,52,57,100,92,37,100,C8
3317,20,75,0,45,29,11,69,0,100,26,90,73,56,100,17,94,C0
3318,63,100,43,89,15,58,10,23,50,0,100,18,63,43,0,50,C6
3319,63,100,31,80,0,49,70,50,100,67,68,90,45,45,29,0,C4
3320,82,86,0,67,38,29,96,0,25,20,65,61,100,100,18,73,C8
3321,100,77,49,65,0,69,25,98,74,100,84,67,84,33,90,0,C9
3322,74,100,37,86,6,56,0,22,45,0,100,10,55,32,0,34,C6
3323,75,100,30,81,0,36,19,0,72,14,100,58,70,98,24,74,C0
3324,39,100,10,72,0,39,68,25,100,48,96,65,72,33,68,0,C4
3325,57,100,22,81,4,52,0,23,36,0,100,9,67,27,7,15,C6
3326,60,100,36,67,0,39,46,48,99,58,100,62,77,29,52,0,C4
3327,0,30,41,53,82,77,100,100,71,76,59,50,59,25,65,0,C1
3328,45,91,88,100,100,77,69,54,100,39,99,12,51,0,0,1,C3
3329,16,84,56,100,72,65,46,29,8,0,0,16,50,17,100,5,C2
3330,100,96,76,100,43,78,16,53,0,23,20,0,51,18,12,25,C6
3331,44,86,14,77,0,34,28,1,70,0,100,33,85,76,48,100,C0
3332,32,68,20,36,42,0,83,15,100,56,80,95,36,100,0,73,C0
3333,74,88,25,100,0,50,22,1,78,0,100,47,63,88,8,91,C0
3334,67,100,35,79,17,48,24,15,70,0,100,21,45,21,0,3,C6
3335,0,75,26,100,61,87,55,48,24,22,26,3,65,1,100,0,C2
3336,34,84,83,100,100,99,28,82,0,53,65,39,84,1,13,0,C5
3337,2,71,32,61,100,44,100,0,29,5,0,50,23,89,98,100,C5
3338,24,75,60,100,74,63,45,25,2,0,0,15,51,19,100,8,C2
3339,60,100,19,76,1,45,3,13,56,0,100,20,44,27,0,5,C6
3340,0,94,41,100,71,77,53,39,42,0,15,32,47,42,100,40,C7
3341,45,83,14,72,35,51,52,11,0,0,20,44,45,89,100,100,C5
3342,29,85,82,100,100,100,43,85,27,51,81,32,57,0,0,0,C5
3343,0,82,35,100,73,84,65,46,32,19,14,23,59,16,100,0,C2
3344,0,93,57,100,100,86,71,43,41,1,22,0,23,35,82,41,C7
3345,27,83,50,100,77,84,36,62,69,42,100,17,55,0,0,3,C3
3346,35,91,4,68,0,25,42,0,89,25,100,67,63,100,13,83,C0
3347,19,92,58,100,100,100,94,79,73,55,69,25,40,5,0,0,C3
3348,99,82,66,100,0,85,13,56,84,67,100,68,85,33,70,0,C9
3349,10,93,0,54,21,74,52,100,65,46,53,0,26,4,100,5,C1
3350,0,65,34,81,77,99,100,100,88,74,73,47,55,21,45,0,C1
3351,0,77,52,57,100,26,54,0,23,24,56,58,75,94,21,100,C8
3352,100,86,49,100,3,79,37,43,59,5,9,0,0,40,43,70,C8
3353,94,96,47,100,6,75,16,48,80,41,100,7,44,0,0,26,C5
3354,31,100,28,76,0,41,24,29,100,30,88,67,81,33,82,0,C4
3355,66,76,34,100,5,76,43,39,44,0,0,17,45,50,100,76,C8
3356,0,96,45,100,56,68,51,33,48,0,29,32,50,50,100,52,C7
3357,2,97,14,66,50,90,14,100,62,75,100,37,75,2,0,0,C9
3358,46,75,44,100,79,90,56,44,19,6,0,6,50,10,100,0,C2
3359,56,92,96,81,35,63,38,100,88,69,100,24,46,0,0,25,C9
3360,2,78,35,98,100,100,84,65,54,32,20,0,0,29,60,33,C7
3361,85,100,80,95,37,67,2,37,0,6,76,0,100,25,7,25,C6
3362,100,70,46,94,32,51,87,9,0,0,38,46,80,91,19,100,C8
3363,64,86,47,96,100,100,90,63,50,35,0,14,32,15,86,0,C2
3364,0,59,5,73,61,91,100,100,75,75,52,51,33,25,25,0,C1
3365,29,95,2,58,44,40,30,0,0,9,16,60,50,91,100,100,C5
3366,1,13,46,53,72,100,13,97,39,54,100,23,56,0,0,19,C8
3367,0,69,52,60,100,77,74,100,23,89,47,69,55,36,51,0,C9
3368,14,81,0,41,34,0,87,3,100,56,70,100,20,99,7,49,C0
3369,13,90,44,100,91,99,80,71,100,43,92,17,47,5,0,0,C3
3370,72,85,40,100,61,68,100,90,85,87,88,54,63,16,0,0,C9
3371,85,98,39,100,7,60,0,16,54,0,100,28,40,38,5,9,C6
3372,100,100,48,89,12,65,0,38,15,12,79,0,70,26,3,23,C6
3373,100,100,47,99,10,70,0,32,32,0,88,1,75,32,16,32,C6
3374,0,24,43,59,64,100,18,94,67,61,100,23,43,0,7,29,C8
3375,0,77,40,64,54,28,43,0,27,36,13,72,49,96,100,100,C5
3376,48,100,70,64,94,98,42,79,96,79,100,40,68,2,0,0,C9
3377,0,97,90,100,81,71,52,36,37,0,16,13,7,42,100,43,C7
3378,33,100,10,87,0,69,54,58,100,75,66,52,33,26,4,0,C4
3379,78,100,51,62,0,32,18,31,95,29,100,58,73,39,57,0,C4
3380,12,97,0,100,58,98,100,84,93,62,71,41,46,21,32,0,C7
3381,18,61,37,100,17,65,0,33,61,39,100,55,66,37,37,0,C4
3382,0,51,47,70,79,100,75,82,67,46,56,11,42,2,100,0,C1
3383,45,76,57,100,100,94,80,67,87,44,82,16,41,0,0,14,C3
3384,42,100,0,66,61,57,64,12,19,0,15,47,30,90,100,96,C5
3385,19,64,30,100,36,85,41,47,42,9,0,0,50,4,100,12,C1
3386,41,94,5,74,62,66,51,100,56,68,100,34,60,2,0,0,C9
