"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8"
"1068","a","b","c","c","d","d","c","d","b","c","d","b","c","a","a","b"
"1069","c","d","b","c","b","d","b","d","c","c","d","a","a","a","d","a"
"1070","b","d","b","d","a","b","b","a","d","a","d","b","c","d","a","c"
"1071","d","d","c","d","b","c","a","a","c","a","d","b","b","b","a","b"
"1072","b","d","c","d","a","c","a","b","c","b","d","c","d","a","c","a"
"1073","a","d","c","d","c","d","b","c","d","b","d","a","b","a","a","a"
"1074","d","d","c","d","a","d","a","c","b","b","d","b","c","a","a","a"
"1075","a","d","b","d","c","d","c","b","b","a","a","b","c","b","d","b"
"1076","d","d","b","d","a","c","a","a","c","a","d","b","c","c","a","b"
"1077","a","d","c","d","d","d","c","b","b","a","a","a","b","b","d","b"
"1078","a","c","b","d","d","d","d","d","d","c","c","b","b","a","a","a"
"1079","a","c","b","c","d","d","d","d","d","c","c","b","a","a","a","a"
"1080","c","d","d","d","d","d","b","c","c","b","c","a","a","a","a","a"
"1081","a","d","b","d","d","d","c","b","c","a","d","a","c","b","a","b"
"1082","b","d","c","d","d","d","b","c","d","b","d","a","b","a","a","a"
"1083","a","d","b","d","d","d","b","c","d","b","d","a","c","a","a","a"
"1084","a","d","c","d","d","d","b","c","a","b","a","a","c","a","d","a"
"1085","c","d","b","d","a","c","c","d","d","b","d","a","c","a","a","a"
"1086","d","d","c","d","a","c","a","a","c","a","d","b","b","b","a","a"
"1087","a","d","b","c","d","b","c","a","a","a","a","c","b","d","d","d"
"1088","a","a","c","c","d","d","c","d","a","c","d","b","c","a","a","a"
"1089","b","d","c","b","d","a","a","a","a","a","c","c","d","d","a","d"
"1090","b","d","a","c","a","a","b","a","d","a","d","c","c","d","a","d"
"1091","d","d","c","d","a","d","a","b","c","c","d","b","c","a","a","a"
"1092","a","b","a","b","b","d","d","d","d","d","c","c","c","a","c","a"
"1093","c","d","a","c","c","b","c","a","a","a","a","b","c","d","d","d"
"1094","b","d","d","b","d","a","a","a","a","b","c","c","d","d","a","d"
"1095","b","c","b","d","d","d","d","c","b","b","a","a","b","a","d","a"
"1096","d","d","c","d","a","c","a","b","c","a","d","b","c","b","a","a"
"1097","b","d","c","d","b","d","b","c","b","a","a","a","c","a","d","a"
"1098","b","d","c","d","c","c","b","b","a","a","b","a","c","a","d","a"
"1099","d","d","b","d","a","c","a","b","b","a","c","a","d","b","d","d"
"1100","b","c","b","d","d","d","c","c","c","b","d","a","b","a","a","a"
"1101","b","d","b","c","b","c","b","d","b","b","b","a","c","a","d","a"
"1102","a","b","b","c","d","d","c","d","c","c","c","b","c","a","c","a"
"1103","b","d","c","d","d","d","c","c","b","b","a","a","b","a","d","a"
"1104","b","d","a","d","a","b","c","b","d","b","d","d","c","b","b","a"
"1105","a","d","a","d","a","b","c","b","d","b","d","d","c","b","b","a"
"1106","b","d","a","c","a","a","b","a","d","a","d","c","d","d","b","d"
"1107","a","c","b","d","c","d","c","b","b","a","a","a","c","b","d","a"
"1108","b","c","c","b","d","a","b","a","b","b","c","c","c","d","a","d"
"1109","d","d","c","d","b","c","a","b","b","a","d","b","b","b","a","a"
"1110","b","d","a","b","d","b","c","a","a","a","a","c","c","d","d","d"
"1111","b","d","d","d","c","d","a","b","b","b","c","a","d","c","a","a"
"1112","a","d","b","d","d","d","c","c","d","b","d","a","b","a","a","a"
"1113","b","d","a","d","a","c","a","b","c","b","d","c","d","a","d","a"
"1114","b","d","d","d","d","d","a","c","b","c","d","b","b","a","a","a"
"1115","a","c","b","d","d","d","c","c","c","b","b","a","b","a","d","a"
"1116","b","d","b","c","d","a","b","a","a","a","a","c","c","d","d","d"
"1117","a","d","c","d","d","d","c","b","b","a","a","a","b","b","d","b"
"1118","c","d","b","d","a","c","c","c","d","c","d","b","b","a","a","a"
"1119","a","d","b","d","d","d","c","c","c","b","d","a","b","a","a","a"
"1120","d","d","c","d","a","c","a","b","c","a","d","b","b","b","a","a"
"1121","a","d","c","d","c","d","c","c","b","a","a","a","c","a","d","a"
"1122","a","d","b","b","d","b","c","a","a","a","a","b","b","d","d","d"
"1123","d","d","c","d","b","c","a","b","b","a","d","a","c","b","a","a"
"1124","d","d","c","d","b","c","a","b","a","a","d","a","c","b","a","a"
"1125","a","c","a","b","b","a","c","a","d","b","d","c","c","d","a","d"
"1126","b","d","a","b","c","b","c","a","a","a","a","c","c","d","d","d"
"1127","d","d","b","d","a","c","a","a","c","a","d","a","c","b","a","c"
"1128","a","d","b","d","d","d","c","c","b","a","a","a","c","b","d","a"
"1129","c","d","b","d","a","c","a","b","c","b","d","b","c","b","c","a"
"1130","b","d","a","d","a","b","b","b","d","c","d","c","d","a","c","a"
"1131","b","d","a","d","a","b","b","b","d","b","d","c","d","b","c","a"
"1132","a","d","b","d","c","d","b","c","b","a","d","a","d","a","b","a"
"1133","d","d","a","d","a","b","d","a","b","a","a","b","d","c","b","d"
"1134","a","d","b","d","d","d","c","c","c","a","b","a","b","b","d","a"
"1135","a","d","b","d","d","d","c","b","c","a","a","a","b","b","d","b"
"1136","a","d","b","d","a","b","c","b","d","b","d","c","c","b","c","a"
"1137","b","d","a","c","a","a","c","a","d","a","d","c","c","d","b","c"
"1138","c","d","a","c","c","d","c","d","b","b","a","a","b","a","d","a"
"1139","a","c","b","c","c","d","d","d","d","c","c","b","c","a","c","a"
"1140","b","d","a","c","a","a","b","a","d","a","d","c","d","d","b","d"
"1141","a","d","b","d","d","d","d","c","c","c","c","b","b","a","a","a"
"1142","a","c","b","d","c","d","c","c","b","b","a","a","c","a","d","a"
"1143","b","d","c","d","c","c","b","b","a","b","b","a","c","a","d","a"
"1144","c","d","b","d","a","d","c","c","d","c","d","a","b","a","a","a"
"1145","b","d","c","d","d","d","c","b","b","a","a","a","b","a","d","a"
"1146","b","d","c","d","d","d","c","c","a","a","a","b","c","a","d","a"
"1147","c","d","a","b","a","a","c","a","d","b","d","d","b","d","a","c"
"1148","a","d","b","d","c","d","c","c","c","b","d","a","d","a","b","a"
"1149","a","d","b","d","d","d","c","b","c","a","b","a","a","b","d","b"
"1150","c","d","b","d","c","d","b","b","a","b","a","a","c","a","d","a"
"1151","d","d","c","d","a","c","b","b","b","a","a","a","b","b","d","c"
"1152","c","d","b","c","d","c","b","d","d","c","d","b","b","a","a","a"
"1153","b","d","a","d","a","b","c","b","d","b","d","c","c","b","b","a"
"1154","c","d","b","d","a","c","a","b","c","a","d","a","c","b","b","b"
"1155","b","d","d","c","c","d","b","c","d","c","d","b","b","a","a","a"
"1156","b","c","c","d","c","d","c","c","b","b","a","a","a","a","d","a"
"1157","a","b","b","c","c","d","d","d","d","d","c","b","b","a","b","a"
"1158","a","d","b","c","d","c","b","d","c","b","d","b","c","a","a","a"
"1159","d","d","a","d","a","b","d","a","b","a","a","a","b","c","d","d"
"1160","a","d","a","b","c","a","b","a","b","a","a","c","c","d","d","d"
"1161","a","b","a","c","c","d","d","d","d","c","c","b","c","a","b","a"
"1162","a","d","a","d","a","b","c","a","d","c","d","c","d","b","c","a"
"1163","b","d","a","d","a","b","a","a","c","a","d","a","d","c","c","d"
"1164","b","d","c","d","d","d","c","c","b","b","a","a","b","a","d","a"
"1165","a","c","a","c","c","d","d","d","c","c","c","b","c","a","c","a"
"1166","d","d","b","d","b","c","d","c","d","c","c","b","b","a","a","a"
"1167","a","c","a","d","d","d","d","c","d","b","d","a","c","a","a","a"
"1168","a","d","c","d","d","d","c","c","c","b","d","a","b","a","a","a"
"1169","c","d","d","d","d","d","c","c","c","b","c","a","a","a","a","a"
"1170","b","d","a","d","a","b","c","b","d","c","d","c","c","a","b","a"
"1171","b","d","d","d","c","c","b","b","a","a","a","b","c","a","d","a"
"1172","d","b","b","b","a","c","a","d","c","d","d","c","c","a","b","a"
"1173","a","d","b","d","d","d","c","c","b","b","d","b","b","a","a","a"
"1174","c","d","b","d","a","b","c","b","d","c","d","d","c","b","b","a"
"1175","b","d","a","b","b","a","c","a","d","b","d","c","c","d","a","c"
"1176","b","d","a","b","b","a","d","a","d","c","d","d","b","d","a","b"
"1177","a","d","b","d","d","d","c","b","b","a","b","a","b","b","d","b"
"1178","a","d","c","d","d","d","b","c","d","b","d","a","b","a","a","a"
"1179","a","d","b","d","d","d","d","c","c","b","a","a","b","a","d","a"
"1180","a","d","b","d","c","d","b","b","a","a","b","b","d","a","d","a"
"1181","c","d","a","c","d","c","c","d","b","b","a","a","d","a","a","a"
"1182","c","d","d","d","d","d","b","c","c","b","c","a","b","a","a","a"
"1183","d","d","a","d","b","c","d","a","b","a","a","a","c","c","d","d"
"1184","a","c","b","c","d","d","d","d","d","c","c","b","b","a","b","a"
"1185","b","d","a","c","a","a","d","a","d","b","c","d","c","c","c","a"
"1186","c","d","a","d","a","b","a","a","d","a","d","b","d","d","b","d"
"1187","b","d","a","d","a","c","b","a","d","a","d","b","c","b","a","a"
"1188","b","d","a","c","a","a","d","b","d","c","c","d","c","b","c","a"
"1189","b","d","c","d","d","d","c","b","a","a","a","b","b","a","d","a"
"1190","a","d","a","d","c","d","c","c","b","b","a","a","c","a","d","a"
"1191","a","d","c","d","d","d","c","b","b","a","a","a","b","b","d","b"
"1192","b","d","a","d","a","c","a","b","c","b","d","c","d","b","d","a"
"1193","b","d","b","c","c","a","b","a","a","b","a","c","c","d","d","c"
"1194","b","d","d","d","c","c","c","c","d","b","c","a","a","a","a","a"
"1195","a","d","c","d","d","d","d","b","b","a","b","a","a","b","d","b"
"1196","a","c","a","d","c","d","c","c","c","a","b","a","b","b","d","b"
"1197","a","d","c","d","c","d","b","b","a","a","a","a","c","a","d","a"
"1198","d","d","a","d","b","c","c","a","a","a","a","a","b","c","d","d"
"1199","a","b","b","c","c","d","d","d","d","c","c","b","b","a","a","a"
"1200","b","d","c","d","d","d","c","c","b","a","a","a","b","a","d","a"
"1201","b","d","c","d","c","c","b","b","a","b","a","b","c","a","d","a"
"1202","c","d","a","d","a","b","c","c","d","d","c","c","c","a","b","a"
"1203","a","d","b","d","c","d","c","c","b","b","b","a","d","a","d","a"
"1204","b","d","a","d","a","b","b","a","d","b","d","c","c","b","c","a"
"1205","b","d","c","d","d","d","b","c","a","b","a","a","c","a","d","a"
"1206","a","d","b","d","c","d","c","b","b","a","a","a","b","b","d","b"
"1207","d","c","b","c","b","d","d","d","d","c","c","b","b","a","a","a"
"1208","b","d","c","d","c","c","c","c","d","b","c","a","a","a","a","a"
"1209","d","c","b","d","a","c","b","b","d","c","d","b","c","a","a","a"
"1210","b","c","c","d","d","d","c","c","b","b","a","a","a","a","d","a"
"1211","b","d","a","c","a","a","b","a","c","a","d","b","d","d","d","d"
"1212","c","d","b","c","a","a","a","a","d","a","d","b","d","d","b","d"
"1213","c","c","b","c","c","a","a","a","a","a","a","c","c","d","d","d"
"1214","b","b","b","a","d","a","d","c","b","b","a","d","d","d","a","c"
"1215","a","d","a","d","a","b","b","b","d","b","d","c","c","b","c","a"
"1216","a","d","b","d","c","d","b","c","a","b","b","a","d","a","d","a"
"1217","b","d","b","c","d","b","c","a","a","a","a","b","b","d","d","d"
"1218","b","d","a","d","a","b","c","b","d","c","d","c","c","b","b","a"
"1219","a","d","b","d","d","d","d","c","b","b","d","b","c","a","a","a"
"1220","a","d","a","b","b","a","d","a","d","b","d","d","b","d","a","c"
"1221","b","d","b","c","d","d","a","c","b","b","b","a","d","b","b","b"
"1222","d","d","a","d","b","b","d","a","a","a","c","b","d","d","b","d"
"1223","a","b","a","c","c","d","d","d","d","d","c","b","c","a","b","a"
"1224","b","d","c","d","d","d","c","b","a","b","a","a","c","a","d","a"
"1225","a","c","a","c","b","d","d","d","d","d","d","b","c","a","b","a"
"1226","a","d","c","d","c","d","b","c","a","b","a","a","c","a","d","a"
"1227","b","d","b","b","c","a","a","a","a","b","c","c","d","d","b","d"
"1228","c","d","c","c","d","a","b","a","a","a","a","c","b","d","d","d"
"1229","b","d","b","d","d","d","b","b","a","a","a","a","c","a","d","a"
"1230","b","d","a","c","c","b","b","a","a","a","a","c","c","d","d","d"
"1231","a","d","b","d","d","d","c","c","c","a","b","a","b","b","d","b"
"1232","a","d","a","d","c","d","c","c","c","a","b","a","b","b","d","a"
"1233","c","d","a","c","a","a","b","a","d","a","d","c","d","d","a","d"
"1234","a","d","b","d","d","d","c","c","b","b","d","a","c","a","a","a"
"1235","c","c","d","d","b","d","a","c","c","c","d","b","b","a","a","a"
"1236","a","c","b","d","d","d","c","c","d","b","d","a","b","a","a","a"
"1237","b","d","a","d","a","c","c","b","d","c","d","b","b","a","b","a"
"1238","d","c","a","d","a","c","c","c","d","d","c","c","c","a","c","a"
"1239","a","d","c","d","d","d","c","b","b","a","a","a","b","b","d","b"
"1240","a","d","a","d","a","c","a","b","c","b","d","c","d","b","d","a"
"1241","a","c","a","c","b","b","d","a","b","a","b","b","c","d","d","d"
"1242","d","d","c","d","b","c","a","b","a","a","c","a","c","b","a","b"
"1243","a","c","a","c","c","d","d","d","d","c","c","b","c","a","c","a"
"1244","a","d","b","d","d","d","c","b","b","a","a","a","c","b","d","b"
"1245","a","d","a","d","a","b","c","b","d","c","d","c","c","a","c","a"
"1246","a","d","a","b","b","a","d","a","d","c","c","d","b","c","a","a"
"1247","c","d","a","d","b","c","c","d","d","c","d","b","c","a","a","a"
"1248","c","d","a","d","a","b","d","a","a","a","b","b","d","c","c","d"
"1249","a","c","b","d","d","d","d","c","c","b","d","a","b","a","a","a"
"1250","d","c","c","d","a","c","c","b","d","a","a","a","b","b","d","d"
"1251","b","d","a","b","c","b","c","a","b","a","b","c","c","d","d","d"
"1252","d","d","a","d","a","b","c","b","d","c","c","d","c","b","c","a"
"1253","a","d","d","d","d","c","c","b","b","a","a","a","a","b","d","b"
"1254","c","d","d","d","d","d","b","c","a","b","c","b","b","a","a","a"
"1255","b","d","a","d","a","b","d","b","d","c","c","d","c","b","c","a"
"1256","b","d","a","c","a","a","c","a","d","b","d","c","c","d","a","c"
"1257","a","d","c","d","c","d","b","b","a","b","a","a","c","a","d","a"
"1258","a","d","a","c","c","b","d","a","b","a","c","b","d","d","b","d"
"1259","d","d","d","d","b","c","a","b","a","a","b","a","c","b","a","b"
"1260","a","b","a","b","b","c","c","d","d","d","d","c","c","b","c","a"
"1261","b","d","c","d","c","d","b","c","d","b","d","a","b","a","a","a"
"1262","d","d","c","d","a","c","a","b","b","a","d","a","d","b","a","c"
"1263","a","d","b","b","d","c","b","d","b","c","d","b","d","a","a","a"
"1264","b","d","a","d","a","c","a","b","c","b","d","b","d","b","d","a"
"1265","d","d","d","d","c","d","b","c","c","b","c","a","a","a","a","a"
"1266","b","c","c","a","b","a","a","a","c","b","d","d","c","d","a","d"
"1267","d","d","b","d","a","c","a","a","a","a","c","a","d","b","d","d"
"1268","b","d","a","c","d","b","c","a","a","a","a","b","b","d","d","d"
"1269","d","d","c","d","a","c","a","b","a","a","c","a","d","b","b","b"
"1270","c","c","b","c","b","a","a","a","a","b","c","c","d","d","c","d"
"1271","a","a","a","b","a","d","d","d","d","d","c","c","c","a","c","a"
"1272","b","d","c","d","d","d","c","b","a","a","a","b","b","a","d","a"
"1273","d","d","d","d","b","c","a","b","a","a","c","a","c","b","a","b"
"1274","d","d","c","d","a","c","a","a","c","a","d","b","b","b","a","b"
"1275","b","d","b","c","b","d","c","c","d","a","a","a","b","a","d","a"
"1276","a","d","c","d","c","d","c","c","d","b","d","a","b","a","a","a"
"1277","a","d","b","c","d","b","b","a","a","a","a","c","c","d","d","d"
"1278","c","c","a","d","a","c","d","b","c","a","a","a","c","c","d","d"
"1279","b","d","b","d","d","d","d","c","b","b","a","a","b","a","d","a"
"1280","a","d","c","d","d","d","c","b","b","a","a","a","a","b","d","b"
"1281","d","c","d","d","b","d","a","c","c","c","c","b","b","a","a","a"
"1282","a","d","c","d","d","d","c","b","b","a","a","a","b","a","d","a"
"1283","b","d","b","d","a","b","d","b","d","c","d","c","b","a","a","a"
"1284","b","d","a","d","a","b","b","a","d","b","d","b","c","b","c","a"
"1285","a","d","a","d","a","c","a","b","d","b","d","b","c","b","c","a"
"1286","c","d","a","d","c","c","c","d","d","b","d","a","b","a","a","a"
"1287","a","d","b","d","d","d","c","c","d","b","d","a","b","a","a","a"
"1288","c","d","b","d","a","c","a","a","c","a","d","b","c","b","b","b"
"1289","a","d","c","d","c","c","c","b","b","a","a","a","b","b","d","b"
"1290","a","c","a","a","b","a","d","a","d","c","d","d","b","d","a","c"
"1291","c","d","a","d","c","c","c","d","d","c","d","a","b","a","a","a"
"1292","c","d","c","d","a","c","a","b","d","c","d","c","c","a","b","a"
"1293","a","d","b","d","d","d","c","c","d","b","d","a","b","a","a","a"
"1294","b","d","b","b","d","b","c","a","a","a","a","c","b","d","d","d"
"1295","d","d","a","c","a","b","c","b","d","b","c","d","c","b","b","a"
"1296","a","c","c","c","d","d","b","d","a","b","d","c","c","a","b","a"
"1297","b","d","a","d","a","b","c","b","d","b","c","c","b","b","b","a"
"1298","d","d","d","d","b","d","b","b","b","a","d","a","b","b","a","b"
"1299","a","c","c","d","d","d","d","d","c","c","b","b","a","a","a","a"
"1300","a","d","b","d","d","d","c","b","a","a","a","b","c","a","d","a"
"1301","c","d","d","d","c","d","a","c","b","c","d","b","b","a","a","a"
"1302","a","b","a","c","c","d","d","d","d","d","c","b","c","a","b","a"
"1303","b","c","a","c","a","a","c","a","d","a","d","c","c","d","a","d"
"1304","c","d","b","d","a","c","d","c","d","c","d","b","b","a","a","a"
"1305","a","c","a","b","b","a","d","a","d","b","d","d","b","d","a","c"
"1306","a","d","a","b","b","a","d","a","d","b","d","d","b","d","a","b"
"1307","b","d","b","d","d","d","c","c","c","b","d","a","b","a","a","a"
"1308","b","d","a","d","a","c","a","b","c","b","d","c","d","b","d","a"
"1309","a","d","a","d","a","c","b","b","d","b","d","b","d","a","c","a"
"1310","a","d","a","b","b","a","c","a","d","b","d","c","c","d","a","c"
"1311","b","d","b","d","d","d","c","c","b","b","d","b","b","a","a","a"
"1312","a","d","b","d","d","d","b","c","c","b","d","a","c","a","a","a"
"1313","a","c","b","c","c","d","d","d","c","c","c","b","c","a","c","a"
"1314","d","c","c","d","a","d","b","c","d","c","c","b","b","a","a","a"
"1315","d","d","c","d","b","c","a","b","a","a","c","a","c","b","a","b"
"1316","b","d","c","d","b","c","a","b","a","b","b","b","d","a","d","a"
"1317","d","c","c","d","b","d","c","d","c","c","c","a","a","a","a","a"
"1318","d","c","b","d","a","c","d","c","d","c","d","b","b","a","a","a"
"1319","b","d","c","d","c","c","b","b","a","a","a","b","c","b","d","a"
"1320","b","d","a","b","d","c","d","a","b","a","a","b","a","d","d","d"
"1321","a","d","c","d","a","d","a","c","c","b","d","a","c","a","a","a"
"1322","b","d","a","c","a","a","c","a","d","a","d","c","d","d","b","d"
"1323","b","d","d","d","d","d","c","c","c","b","c","a","a","a","a","a"
"1324","a","d","a","d","a","c","c","b","d","c","d","b","d","a","c","a"
"1325","c","d","a","d","a","c","c","b","d","a","a","a","b","b","d","c"
"1326","a","d","b","d","d","d","b","c","a","b","a","a","c","a","d","a"
"1327","b","c","b","b","d","a","b","a","a","a","a","c","c","d","d","d"
"1328","d","d","c","d","b","c","a","b","b","a","d","a","c","b","a","b"
"1329","a","d","c","d","d","d","c","b","c","a","b","a","a","b","d","b"
"1330","a","d","a","c","a","a","c","b","d","d","d","c","c","b","c","a"
"1331","d","d","b","d","a","c","b","b","d","a","b","a","a","b","c","c"
"1332","c","d","b","d","a","c","a","b","b","a","d","a","d","b","a","a"
"1333","b","d","c","d","d","d","c","c","b","b","d","a","b","a","a","a"
"1334","a","c","b","b","c","a","a","a","a","b","a","c","c","d","d","d"
"1335","a","d","c","d","d","c","c","b","b","a","a","a","b","b","d","b"
"1336","a","c","a","b","c","a","d","a","d","c","c","d","a","d","a","b"
"1337","b","c","d","d","c","d","a","c","b","c","d","b","c","a","a","a"
"1338","a","c","a","c","c","d","d","d","c","c","c","b","c","a","c","a"
"1339","d","d","c","d","a","c","a","b","b","a","d","a","d","b","b","a"
"1340","a","c","b","c","d","d","d","d","d","c","c","b","b","a","a","a"
"1341","b","d","a","d","a","b","c","b","d","c","d","c","c","a","b","a"
"1342","a","d","b","d","d","d","d","b","b","a","a","a","b","b","d","b"
"1343","c","d","a","d","c","c","c","d","d","c","d","a","b","a","a","a"
"1344","a","b","a","c","c","d","d","d","d","c","c","b","c","a","b","a"
"1345","c","d","b","d","a","c","a","b","b","b","d","b","d","b","c","a"
"1346","b","d","b","d","a","c","a","b","c","a","d","a","d","b","b","c"
"1347","a","d","a","d","d","d","d","d","c","c","b","b","b","a","b","a"
"1348","a","c","a","d","c","d","c","c","b","b","a","a","c","a","d","a"
"1349","a","d","b","d","c","d","b","b","a","b","a","b","c","a","d","a"
"1350","c","d","b","d","a","c","a","b","d","b","d","c","c","b","b","a"
"1351","a","d","b","d","d","d","d","c","c","b","a","a","b","a","d","a"
"1352","c","d","b","c","c","a","a","a","a","a","a","c","c","d","d","d"
"1353","c","c","b","d","a","c","c","b","d","a","a","a","b","c","d","d"
"1354","b","d","c","d","d","d","c","c","d","b","c","a","a","a","a","a"
"1355","d","d","b","d","a","c","a","b","b","a","d","a","d","b","a","b"
"1356","d","d","b","d","a","c","b","c","d","b","d","a","b","a","a","a"
"1357","b","d","d","d","d","d","b","c","b","b","d","b","b","a","a","a"
"1358","a","c","c","d","d","d","d","c","c","c","b","b","b","a","b","a"
"1359","c","d","b","d","b","b","b","a","a","a","a","b","c","c","d","d"
"1360","a","d","a","c","c","d","c","d","d","c","d","a","c","a","a","a"
"1361","c","d","b","c","c","b","b","a","a","a","c","b","d","d","b","d"
"1362","d","d","b","d","a","c","b","b","d","b","d","c","c","a","a","a"
"1363","d","c","c","d","a","d","a","b","c","c","d","b","c","a","a","a"
"1364","b","c","d","d","d","d","c","c","c","b","a","a","a","a","d","a"
"1365","d","d","b","d","a","c","b","b","d","d","d","c","c","a","b","a"
"1366","d","d","c","d","a","c","a","b","b","a","d","a","c","b","a","b"
"1367","b","d","a","d","c","c","c","d","d","b","d","a","c","a","a","a"
"1368","b","d","a","c","d","c","b","d","a","c","d","c","d","a","a","a"
"1369","a","d","a","d","a","c","a","b","c","b","d","c","d","b","d","a"
"1370","a","d","a","d","a","b","b","b","d","b","d","c","d","b","c","a"
"1371","b","d","a","c","a","b","b","a","d","a","d","b","d","d","b","d"
"1372","a","d","b","d","d","d","c","c","c","b","d","a","c","a","a","a"
"1373","b","d","a","d","a","c","a","b","d","b","d","c","d","a","c","a"
"1374","a","d","b","d","c","d","c","b","c","a","b","a","c","b","d","b"
"1375","c","d","b","d","a","c","b","b","d","c","d","b","b","a","b","a"
"1376","a","d","b","d","d","d","c","c","b","b","a","a","b","a","d","a"
"1377","d","d","b","d","a","c","a","a","d","a","d","b","b","b","a","a"
"1378","d","c","b","c","a","d","c","d","d","c","c","b","b","a","a","a"
"1379","b","d","b","b","d","a","b","a","a","a","a","c","c","d","d","d"
"1380","c","d","a","c","a","a","c","a","d","b","d","d","b","d","b","c"
"1381","a","c","c","b","c","a","a","a","a","b","a","c","c","d","d","d"
"1382","d","d","b","d","a","c","b","a","d","a","d","b","b","c","a","b"
"1383","b","d","a","c","d","b","d","a","a","a","c","b","d","d","a","d"
"1384","c","d","b","d","a","c","a","b","c","a","d","a","c","b","a","b"
"1385","a","b","a","c","c","d","d","d","d","d","c","b","b","a","a","a"
"1386","d","d","d","d","c","c","b","c","a","b","a","b","a","a","b","a"
"1387","c","d","a","c","a","a","b","a","d","a","d","c","c","d","a","c"
"1388","b","c","d","d","d","d","c","c","a","c","b","b","c","a","a","a"
"1389","a","d","a","c","a","a","b","a","c","a","d","b","d","d","c","d"
"1390","d","d","b","c","a","c","c","d","d","c","c","b","b","a","a","a"
"1391","d","d","c","d","b","c","a","b","b","a","d","a","b","b","a","b"
"1392","a","d","a","d","c","d","d","c","d","b","c","b","b","a","a","a"
"1393","c","d","b","d","a","c","a","b","b","a","d","a","d","b","b","b"
"1394","a","b","b","a","d","a","d","b","d","d","c","d","a","d","a","c"
"1395","d","d","c","d","b","c","a","b","a","a","c","a","d","b","a","b"
"1396","a","d","c","d","d","d","d","c","d","a","a","a","a","a","d","a"
"1397","c","d","b","c","c","a","b","a","a","a","a","c","c","d","d","d"
"1398","c","d","c","b","c","a","a","a","a","a","a","c","c","d","d","d"
"1399","b","d","b","b","d","a","b","a","a","b","a","c","c","d","d","d"
"1400","a","d","b","d","d","c","c","a","b","a","a","b","c","b","d","b"
"1401","b","d","a","d","a","c","d","b","d","c","c","c","b","a","b","a"
"1402","d","d","c","d","b","d","a","b","a","a","c","a","d","a","a","a"
"1403","a","d","b","c","d","b","c","a","a","a","a","c","b","d","d","d"
"1404","a","d","c","d","c","c","b","b","a","a","a","a","d","a","d","a"
"1405","b","d","a","c","b","d","c","d","c","b","b","a","b","a","d","a"
"1406","a","d","b","d","c","c","c","a","b","a","a","b","c","b","d","b"
"1407","a","d","c","d","d","c","c","b","b","a","a","a","a","b","d","b"
"1408","d","c","a","d","a","c","d","a","b","a","a","a","d","c","d","d"
"1409","c","d","a","c","b","c","c","d","c","c","c","a","a","a","d","a"
"1410","b","d","d","c","d","d","a","d","c","c","d","b","c","a","a","a"
"1411","a","d","b","d","d","d","c","c","b","a","a","a","c","a","d","a"
"1412","b","c","b","d","c","d","c","c","a","b","a","a","c","a","d","a"
"1413","a","d","b","d","d","d","b","c","a","a","a","a","c","a","d","a"
"1414","a","d","a","d","a","c","a","b","c","b","d","c","d","a","d","a"
"1415","b","d","c","b","d","d","b","d","c","c","d","c","c","a","a","a"
"1416","a","c","c","b","d","c","b","d","b","c","d","b","c","a","a","a"
"1417","c","d","a","c","d","b","d","a","a","a","c","b","d","d","a","d"
"1418","a","d","a","c","c","a","b","a","a","a","d","b","d","d","b","d"
"1419","d","d","c","d","b","c","a","b","a","a","c","a","c","b","a","b"
"1420","a","b","a","c","c","d","c","d","c","c","c","b","c","a","d","a"
"1421","a","d","a","d","d","d","d","c","c","c","b","b","b","a","c","a"
"1422","d","d","c","d","b","d","a","b","a","a","d","a","c","b","b","a"
"1423","d","c","c","d","a","d","a","b","d","c","d","c","c","a","c","a"
"1424","d","c","c","d","a","d","a","b","c","c","d","c","c","a","a","a"
"1425","a","b","a","c","b","d","d","d","d","d","d","b","c","a","c","a"
"1426","c","d","b","c","c","b","b","a","a","a","a","c","c","d","d","d"
"1427","a","c","b","c","d","d","d","d","c","c","b","b","b","a","a","a"
"1428","b","c","c","b","d","a","a","a","a","b","d","c","d","d","a","d"
"1429","b","d","b","d","d","d","c","c","a","b","a","a","c","a","d","b"
"1430","d","d","b","d","a","c","a","b","b","a","d","a","d","b","a","b"
"1431","c","c","d","d","d","d","b","d","c","b","b","a","a","a","a","b"
"1432","a","c","a","c","b","d","d","d","d","d","d","b","c","a","b","a"
"1433","d","d","b","d","a","c","b","b","d","a","a","a","b","b","d","d"
"1434","d","d","b","d","c","c","d","d","c","b","c","a","a","a","a","a"
"1435","a","a","c","c","d","d","b","d","b","c","d","b","c","a","a","a"
"1436","d","d","b","d","c","c","d","d","d","c","c","b","a","a","a","a"
"1437","a","c","a","d","d","d","c","c","c","b","d","a","b","a","a","a"
"1438","a","d","b","d","d","d","c","b","a","a","a","a","b","b","d","b"
"1439","a","d","b","d","d","d","d","b","c","a","c","a","c","b","c","b"
"1440","d","d","d","d","c","c","b","b","a","a","b","a","c","a","a","b"
"1441","a","d","b","d","d","d","d","c","b","b","a","a","c","a","d","a"
"1442","d","d","c","d","b","c","a","b","c","a","d","b","b","b","a","a"
"1443","a","b","a","c","b","d","d","d","d","d","c","b","c","a","b","a"
